# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 02:56:38 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_general/
# Percentages of genes of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/percs/general_random_perc.txt 
# Columns= Group name
# Rows= Random set
	AccB	AcrR	Ada	AdiY	AgaR	AidB	AlaS	AllR	AllS	AlsR	AppY	AraC	ArgP	ArgR	ArsR	AscG	AsnC	AtoC	BaeR	BasR	BetI	BirA	BluR	BolA	CadC	CaiF	Cbl	CdaR	CecR	ChbR	ComR	CpxR	Cra	CreB	CsgD	CsiR	CspA	CueR	CusR	CynR	CysB	CytR	Dan	DcuR	DeoR	DhaR	DicA	DinJ-YafQ	DnaA	DpiA	DsdC	EbgR	EnvR	EnvY	EvgA	ExuR	FabR	FadR	FeaR	FhlA	FlhDC	FliZ	FucR	Fur	GadE	GadE-RcsB	GadW	GadX	GalR	GalS	GatR	GcvA	GlcC	GlpR	GlrR	GntR	GutM	GutR	HU	HcaR	HdfR	HigA	HigB-HigA	HipAB	HipB	HyfR	HypT	IclR	IdnR	IlvY	IscR	KdgR	KdpE	LacI	LeuO	LexA	LldR	LrhA	LsrR	LysR	MalI	MalT	MarA	MarR	MatA	MazE	MazE-MazF	McbR	MelR	MetJ	MetR	MhpR	Mlc	MlrA	MngR	MntR	ModE	MprA	MqsA	MraZ	MtlR	MurR	Nac	NadR	NagC	NanR	NarL	NarP	NemR	NhaR	NikR	NimR	NorR	NrdR	NsrR	NtrC	OmpR	OxyR	PaaX	PdeL	PdhR	PepA	PgrR	PhoB	PhoP	PrpR	PspF	PurR	PutA	PuuR	QseB	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	RelB	RelB-RelE	RhaR	RhaS	Rob	RstA	RtcR	RutR	SdiA	SgrR	SlyA	SoxR	SoxS	StpA	SutR	TdcA	TdcR	TorR	TreR	TrpR	TyrR	UhpA	UidR	UlaR	UvrY	UxuR	XapR	XylR	YdeO	YedW	YefM	YefM-YoeB	YehT	YeiL	YiaJ	YjjQ	YpdB	YqhC	YqjI	ZntR	ZraR	Zur
ran_1.txt	5	3	3	3	3	NA	NA	3	6	6	7	3	3	3	9	8	3	4	4	3	4	3	5	9	6	3	3	3	3	9	NA	3	3	5	3	3	NA	4	3	4	3	3	5	3	3	9	4	4	3	3	5	NA	3	NA	3	3	NA	3	4	3	3	3	5	3	4	4	5	3	3	4	3	3	3	3	5	3	5	4	3	4	3	6	8	3	3	3	4	4	8	7	3	3	4	NA	4	3	5	4	3	10	8	3	3	7	5	NA	6	3	3	4	3	3	6	3	4	3	3	5	3	3	10	4	3	4	3	5	3	3	5	7	3	NA	7	3	3	3	3	3	4	NA	3	6	6	3	3	5	3	3	NA	3	3	3	3	4	7	3	3	3	5	4	7	3	3	5	NA	3	3	4	NA	8	3	4	6	4	5	3	NA	3	3	NA	3	6	3	4	8	5	3	3	7	4	NA	NA	3	5	NA	NA	7	NA	5	6
ran_10.txt	9	3	4	6	6	NA	NA	3	3	3	3	3	3	3	NA	3	8	7	3	3	10	3	4	8	4	3	3	3	3	3	NA	3	3	5	3	6	4	3	3	4	3	3	3	3	6	5	8	7	3	3	4	NA	5	7	3	3	NA	3	8	3	3	3	7	3	3	3	4	3	3	3	5	4	3	3	7	4	3	3	3	4	9	9	9	4	5	3	3	4	3	6	3	3	5	9	3	3	NA	4	3	6	3	3	3	8	9	3	NA	4	9	4	9	3	3	3	3	6	3	3	3	3	7	6	3	8	3	3	3	3	4	5	5	6	5	3	3	3	3	3	3	NA	3	3	6	3	3	5	3	3	9	3	4	3	4	5	10	3	3	5	6	4	9	3	3	3	NA	3	8	3	NA	7	3	5	8	3	3	3	6	3	3	NA	3	3	4	3	3	8	3	3	8	8	NA	NA	3	3	NA	NA	6	NA	4	3
ran_100.txt	9	5	8	4	3	NA	NA	3	4	3	3	3	5	3	4	3	5	4	3	3	5	4	3	8	4	3	3	3	5	4	NA	3	3	5	3	4	6	4	3	3	3	3	5	3	9	8	3	3	3	3	7	NA	7	NA	3	3	7	3	9	3	3	3	6	3	3	3	3	3	3	4	3	7	5	3	3	3	3	3	5	3	4	NA	3	4	4	3	3	4	3	3	3	NA	3	5	3	3	9	3	3	3	3	3	3	6	7	7	3	3	7	3	4	4	5	3	8	3	3	3	3	4	10	5	3	6	3	3	3	3	9	5	3	4	5	5	3	3	3	3	3	NA	3	NA	3	3	3	3	4	3	NA	4	3	3	4	7	3	3	3	3	3	3	8	3	3	3	8	3	3	3	NA	3	3	3	3	5	3	3	4	3	3	NA	3	3	4	6	NA	3	3	3	7	NA	NA	NA	3	4	NA	3	8	NA	5	4
ran_11.txt	3	3	9	3	3	NA	NA	3	7	3	3	3	3	3	6	5	4	4	3	3	4	3	3	NA	5	3	3	4	6	5	NA	3	3	5	3	3	NA	3	3	4	3	3	3	3	3	3	3	9	3	3	4	9	4	NA	3	3	6	3	7	3	3	3	3	3	3	9	5	3	3	3	4	4	3	3	4	3	5	3	3	3	6	8	3	3	3	3	3	7	3	NA	3	8	10	4	3	4	3	3	3	6	6	3	3	4	4	3	9	NA	7	3	3	4	3	4	NA	3	3	3	3	4	4	4	3	8	3	3	3	3	3	3	3	NA	6	5	3	3	3	3	3	NA	3	3	3	3	3	3	4	3	3	3	6	3	4	5	5	3	3	3	4	6	7	6	3	7	3	3	4	8	NA	3	3	4	5	5	4	3	6	3	4	NA	3	8	3	3	NA	3	3	3	7	NA	NA	NA	3	3	NA	5	8	NA	9	3
ran_12.txt	NA	3	5	3	3	NA	NA	3	6	3	4	3	3	3	3	3	3	3	3	3	6	6	8	7	9	4	3	3	4	7	NA	3	3	5	3	5	9	4	3	9	3	3	6	3	NA	3	4	7	3	3	9	3	NA	3	3	4	NA	3	6	3	3	3	4	3	3	3	3	3	3	3	5	9	3	3	4	3	6	3	3	4	3	NA	NA	3	5	3	3	5	3	8	3	NA	8	6	4	3	6	7	3	9	6	3	3	NA	3	7	NA	7	3	3	4	3	4	5	8	3	3	3	3	3	4	NA	3	4	3	3	3	3	7	4	7	8	NA	8	3	3	3	3	3	NA	3	7	3	3	3	3	6	3	8	3	3	3	3	6	3	3	3	3	3	8	5	9	3	3	4	3	3	3	NA	4	3	8	4	5	3	3	5	3	3	NA	3	3	3	3	6	3	3	3	9	3	NA	NA	4	4	NA	9	8	NA	9	6
ran_13.txt	3	3	7	3	3	NA	NA	3	5	4	3	3	3	3	NA	3	4	5	3	3	7	3	4	7	7	3	3	3	4	4	NA	3	3	3	3	3	NA	5	5	6	3	3	3	4	3	6	3	10	3	5	9	7	6	NA	5	3	9	3	NA	3	3	3	4	3	3	3	3	3	3	3	3	5	3	4	6	5	3	3	3	3	3	8	9	3	3	3	3	5	3	NA	3	8	3	4	3	3	4	3	3	3	4	3	3	7	3	5	3	4	3	3	3	5	3	4	NA	8	3	3	3	3	8	9	5	5	3	4	3	3	9	3	5	8	3	3	3	3	3	3	3	NA	3	6	8	3	3	5	3	3	3	6	3	6	4	3	8	3	3	3	7	4	4	5	3	3	5	3	3	3	NA	NA	3	6	3	8	3	3	7	5	3	NA	7	3	4	3	3	6	3	3	NA	5	NA	NA	3	3	NA	3	10	NA	NA	3
ran_14.txt	8	3	3	5	3	NA	NA	3	4	8	3	4	3	3	6	3	4	3	4	3	3	3	3	3	6	3	3	3	3	5	NA	3	3	6	3	5	NA	3	3	3	3	3	9	4	3	9	3	3	4	3	3	6	6	NA	3	3	NA	3	7	3	3	3	3	3	3	8	3	3	3	3	5	5	3	4	3	3	3	3	3	8	3	8	NA	3	8	3	3	8	3	6	3	8	7	3	3	3	4	5	3	8	7	3	3	4	3	9	6	9	5	3	3	4	3	3	3	3	3	5	3	3	7	7	3	4	3	3	3	3	9	3	3	3	6	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	NA	3	4	3	3	5	5	3	5	3	4	4	8	3	3	3	3	3	3	4	NA	7	3	3	3	3	5	3	7	3	5	NA	3	6	4	3	NA	5	3	3	8	8	NA	NA	3	3	NA	4	6	NA	3	6
ran_15.txt	9	8	5	3	3	NA	NA	6	4	4	3	3	3	3	9	4	10	3	3	3	7	9	3	3	8	3	3	3	3	4	NA	3	3	5	3	4	5	4	3	3	3	5	7	3	3	5	5	3	8	3	5	10	8	9	3	3	3	3	4	3	3	3	4	3	3	3	3	3	4	3	3	7	3	3	3	3	3	3	6	3	4	7	4	4	3	3	3	4	3	NA	3	3	3	9	3	3	4	7	5	8	3	7	3	4	4	6	4	5	NA	3	4	4	3	3	6	3	3	3	3	3	8	3	3	3	3	4	3	3	4	3	6	4	3	3	3	3	3	3	3	NA	3	7	3	3	3	4	3	3	4	3	9	3	3	8	3	3	3	3	7	9	NA	8	3	3	8	3	3	3	NA	5	3	8	5	3	3	3	7	3	3	NA	6	3	3	5	NA	4	3	3	NA	9	NA	NA	4	3	NA	3	3	NA	3	3
ran_16.txt	4	3	4	6	3	NA	NA	3	7	7	3	3	5	3	3	5	8	3	3	3	3	3	3	9	4	3	4	3	4	8	NA	3	3	3	3	7	7	3	3	4	3	3	7	5	4	3	3	3	3	3	NA	NA	NA	3	3	6	NA	3	4	3	3	3	3	3	4	5	3	3	5	3	3	3	3	3	5	3	5	3	4	4	6	4	9	3	4	3	3	3	4	5	3	NA	9	4	3	3	3	4	4	11	NA	3	3	4	5	9	3	3	5	3	4	6	3	3	4	3	3	9	4	3	5	5	3	3	4	3	3	3	4	5	3	NA	7	3	3	3	4	3	3	NA	3	4	3	3	3	3	4	3	3	5	3	3	3	5	3	3	3	3	7	3	7	3	3	3	NA	3	3	3	NA	3	3	4	3	6	4	3	NA	3	3	NA	7	8	3	3	8	3	3	3	3	3	NA	NA	4	3	NA	9	NA	NA	7	4
ran_17.txt	4	3	8	3	3	NA	NA	3	4	8	3	3	3	3	NA	3	4	10	3	4	3	3	3	9	9	4	5	3	5	3	NA	3	3	4	3	3	NA	3	3	5	3	3	3	3	4	5	4	3	3	3	6	NA	3	4	3	3	6	4	8	3	3	3	4	3	3	3	3	3	3	4	3	4	5	3	3	3	3	4	3	5	3	9	6	3	3	4	3	3	3	NA	3	NA	6	3	3	3	4	8	3	7	8	5	3	5	3	5	6	9	6	3	6	3	3	3	9	3	3	3	3	3	6	5	4	8	3	4	3	3	8	4	3	7	8	3	3	3	3	3	3	NA	3	10	3	3	3	4	5	3	8	4	4	3	4	7	8	3	3	4	NA	8	8	3	3	3	NA	4	4	5	NA	NA	3	4	4	8	4	3	9	3	3	NA	4	4	3	3	8	3	3	3	9	3	NA	NA	3	3	NA	3	NA	NA	8	9
