#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b4411//b3799//
AcrR	b2369//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1231//b3461//b3846//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b2167//b4039//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3906//b2423//
AcrR_FNR_Fur_SoxR	b2721//
AcrR_FNR_Fur_SoxR_SoxS	b3980//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2206//
Ada	b0907//b0039//b0854//
Ada_AidB_Lrp	b0167//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1737//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0874//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0145//b4347//b2366//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3558//b2604//
AdiY_H-NS_IHF	b2379//
AgaR	b3394//b1165//b1043//b0853//b3213//b0796//b2402//
AgaR_CRP	b3241//b3769//b2427//b0571//
AlaS	b1967//
AllR	b3230//b1243//b1014//b2465//cpxQ//b2697//b3128//b1654//b1885//
AllS	b3923//b1256//b2400//
AlsR	b2717//b0507//b2764//b3959//b1452//b1973//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3241//b0750//b3604//b1987//b3063//b0156//
AppY_ArcA_YdeO	b1884//b0512//b3328//b1389//
AraC_CRP	b4439//b1323//b0922//sroC//b3138//b3065//b0167//b3911//b0507//
AraC_CRP_XylR	b0860//b3577//b2705//
AraC_NagC	b3356//b0602//
ArcA	b3266//b0759//
ArcA_BetI_Cra	b1400//b3828//b4592//b0853//
ArcA_CRP_CaiF_FNR_H-NS	b0366//b1734//b1442//b4150//b0583//b2685//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2938//b2800//b2976//b1716//b3236//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1568//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b2965//
ArcA_CRP_Cra_FNR_NsrR_PdhR	yegZ//b2092//
ArcA_CRP_Cra_Fis	b2203//
ArcA_CRP_Cra_IHF_IclR	b2750//b3457//b1890//
ArcA_CRP_DcuR	b3082//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b1225//b0398//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0794//
ArcA_CRP_DnaA_FNR	b0019//
ArcA_CRP_DpiA_FNR_NarL	b3965//b3315//b2507//b2151//b4310//b0670//
ArcA_CRP_DpiA_FlhDC	b2371//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3335//b2189//
ArcA_CRP_FNR	b1891//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0384//b2942//b3321//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1081//
ArcA_CRP_FNR_Fis_IHF_NarL	b3791//
ArcA_CRP_FNR_Fur	b4151//b0731//b3903//b4669//
ArcA_CRP_FNR_Fur_IHF	b1079//b3540//b2760//b4068//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b2540//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b1245//
ArcA_CRP_FNR_IHF_NarL	b3169//
ArcA_CRP_FNR_NarL	b0191//
ArcA_CRP_FadR	b1796//b1492//
ArcA_CRP_FadR_HipB	b3583//
ArcA_CRP_FadR_OmpR_PhoP	b2417//
ArcA_CRP_Fis_Mlc_SoxS	b0921//
ArcA_CRP_Fis_XylR	b0812//
ArcA_CRP_Fur_GadX_MqsA	b2205//
ArcA_CRP_GatR	b0665//b1857//b3026//b3453//b3222//b2202//
ArcA_CRP_GlpR	b2427//
ArcA_CRP_IHF	b4467//
ArcA_CRP_PuuR	b0234//b0161//b4450//b0516//b0925//
ArcA_CRP_RhaS	b4525//
ArcA_CRP_TreR	b1333//b1878//
