# From /Users/Daniela/Documents/CCG/GUs_analysis/random_connectivity/scripts/conn_of_random_sets_v4.pl on Sat Nov 24 05:21:33 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/simple_regulons/random_regulons/
# Columns= GU
# Rows= Random set
	AcrR	Ada	AgaR	AlaS	AllR	AllS	AlsR	ArcA	ArgP	ArgR	ArsR	AscG	AsnC	BasR	BirA	BluR	BolA	CRP	CdaR	CecR	CpxR	Cra	CreB	CsgD	CueR	CynR	CysB	DhaR	DicA	DnaA	EvgA	FNR	FadR	FeaR	Fis	FlhDC	FliZ	Fur	GadX	GcvA	H-NS	HU	HcaR	IHF	IlvY	IscR	KdpE	LeuO	LexA	LrhA	Lrp	LysR	MalT	MarA	MatA	McbR	MetJ	MlrA	MngR	MntR	MprA	MqsA	MurR	Nac	NadR	NagC	NanR	NimR	NsrR	NtrC	OmpR	OxyR	PaaX	PepA	PgrR	PhoB	PhoP	PspF	PurR	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	Rob	RutR	SdiA	SgrR	SoxS	SutR	TorR	TrpR	TtdR	TyrR	UidR	UvrY	XapR	YdeO	YhaJ	YjjQ	YpdB	YqhC	ZntR	ZraR	Zur
rn_cluster_1.txt	NA	0.0	NA	NA	0.4	0.0	0.0	NA	0.0	0.3	0.0	NA	NA	NA	0.6	NA	0.3	0.4	0.2	NA	0.4	0.5	NA	0.0	0.2	0.0	0.5	NA	NA	NA	0.3	0.0	0.3	NA	0.1	0.4	NA	0.2	0.3	NA	0.2	NA	0.7	0.7	NA	0.2	NA	0.0	0.2	NA	0.3	NA	NA	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	1.0	0.3	0.3	NA	NA	0.3	0.0	NA	0.0	NA	NA	0.0	0.1	0.2	NA	0.1	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.3	NA	NA	0.5	NA	0.2	NA	NA	0.0	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_10.txt	NA	0.2	NA	NA	0.2	0.2	0.6	NA	0.2	0.3	0.7	NA	NA	NA	0.1	NA	0.0	0.5	0.2	0.0	0.6	0.3	NA	0.0	0.0	0.5	0.0	NA	NA	NA	0.0	0.3	0.4	NA	0.3	0.8	NA	0.2	0.3	NA	0.1	NA	0.0	0.0	NA	0.4	NA	0.0	0.4	NA	0.2	NA	NA	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	0.0	0.3	NA	NA	NA	0.2	0.0	NA	0.2	NA	NA	0.3	0.2	0.3	NA	0.5	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.0	NA	NA	0.2	0.0	0.2	NA	NA	0.3	NA	NA	NA	NA	0.3	NA	NA	0.0
rn_cluster_100.txt	NA	0.2	NA	NA	0.0	0.0	0.2	0.2	0.0	0.7	0.0	NA	NA	NA	0.2	NA	0.0	0.2	0.1	NA	0.4	0.3	NA	0.0	0.0	0.0	0.3	NA	NA	NA	0.1	0.5	0.5	NA	0.4	0.0	NA	0.2	0.5	NA	0.1	NA	0.0	0.3	NA	0.2	NA	0.2	0.1	NA	0.2	NA	NA	NA	NA	NA	0.1	NA	0.3	NA	NA	NA	NA	0.1	0.0	NA	NA	NA	0.5	0.1	NA	0.0	NA	NA	0.0	0.3	0.1	NA	0.5	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.1	0.0	0.2	NA	NA	0.0	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_11.txt	NA	0.0	NA	NA	0.6	0.4	0.3	NA	0.2	0.1	0.0	NA	NA	NA	0.1	NA	0.7	0.5	0.2	NA	0.4	0.4	NA	0.0	1.0	0.5	0.1	NA	NA	NA	0.2	0.2	0.5	NA	0.0	0.2	NA	0.0	0.2	NA	0.2	NA	0.0	0.0	NA	0.0	NA	0.0	0.4	NA	0.3	NA	NA	NA	NA	NA	0.5	NA	0.0	NA	NA	NA	NA	0.7	0.0	0.3	NA	NA	0.4	0.2	NA	0.0	NA	NA	0.3	0.2	0.1	NA	0.3	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.3	0.1	NA	NA	0.3	0.3	0.8	NA	NA	0.3	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_12.txt	NA	0.0	NA	NA	0.1	0.0	0.2	1.0	0.0	0.1	1.0	NA	NA	NA	0.4	NA	0.3	0.3	0.2	NA	0.2	0.5	NA	0.2	0.5	0.0	0.3	NA	NA	NA	0.4	0.2	0.3	NA	0.4	0.0	NA	0.4	1.0	NA	0.4	NA	0.0	0.2	NA	0.5	NA	0.0	0.3	NA	0.3	NA	NA	NA	NA	NA	0.7	NA	0.5	NA	NA	NA	NA	0.3	0.0	0.0	NA	NA	0.5	0.2	NA	0.6	NA	NA	0.3	0.3	0.1	NA	0.3	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.3	0.1	1.0	NA	0.2	0.3	0.2	NA	NA	0.7	NA	NA	NA	NA	1.0	NA	NA	NA
rn_cluster_13.txt	NA	0.5	NA	NA	0.2	0.0	0.4	NA	0.2	0.3	0.1	NA	NA	NA	0.9	NA	0.2	0.2	0.2	NA	0.3	0.4	NA	0.2	1.0	0.2	0.4	NA	NA	0.0	0.4	0.3	0.5	NA	0.3	0.0	NA	0.5	0.2	NA	0.5	NA	NA	0.0	NA	0.2	NA	0.5	0.2	NA	0.2	NA	NA	NA	NA	NA	0.2	NA	0.0	NA	NA	NA	NA	0.0	0.2	0.0	NA	NA	0.4	0.4	NA	0.3	NA	NA	0.7	0.2	0.3	NA	0.1	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	0.0	0.0	NA	NA	0.4	0.3	0.0	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA
rn_cluster_14.txt	NA	0.5	NA	NA	0.5	0.2	0.2	NA	0.2	0.4	0.0	NA	NA	NA	0.2	NA	0.0	0.4	0.3	NA	0.3	0.3	NA	0.0	0.3	0.5	0.0	1.0	NA	NA	0.0	0.4	0.0	NA	0.3	0.1	NA	0.0	0.6	NA	0.4	NA	1.0	0.3	NA	0.0	NA	0.4	0.2	NA	0.1	NA	NA	NA	NA	NA	0.3	NA	0.3	NA	NA	NA	NA	0.0	0.2	0.3	NA	NA	0.5	0.4	NA	0.0	NA	NA	0.0	0.4	0.5	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.3	0.0	NA	NA	0.2	0.0	0.2	NA	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_15.txt	NA	0.4	NA	NA	0.3	0.0	0.5	NA	0.0	0.3	0.0	NA	NA	NA	0.2	NA	0.0	0.5	0.5	NA	0.2	0.3	NA	0.2	0.3	0.4	0.0	NA	NA	NA	0.2	0.2	0.5	NA	0.3	0.4	NA	0.1	0.1	NA	0.1	NA	0.0	0.3	NA	0.2	NA	0.0	0.5	NA	0.2	NA	NA	NA	NA	NA	0.3	NA	0.2	NA	NA	NA	NA	0.0	0.2	0.0	NA	NA	0.5	0.4	NA	0.2	NA	NA	0.0	0.3	0.1	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.3	NA	NA	0.2	0.2	0.0	NA	NA	1.0	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_16.txt	NA	0.0	NA	NA	0.0	0.4	0.6	NA	0.2	0.6	0.3	NA	NA	NA	0.1	NA	1.0	0.4	0.2	NA	0.3	0.3	NA	0.5	0.3	0.2	0.1	NA	NA	NA	0.2	0.3	0.2	NA	0.4	0.4	NA	0.4	0.1	NA	0.0	NA	0.0	0.3	NA	0.0	NA	0.0	0.3	NA	0.3	NA	NA	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	0.7	0.2	0.0	NA	NA	0.3	0.5	NA	0.2	NA	NA	0.0	0.5	0.2	NA	0.1	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.1	0.0	0.1	NA	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA
rn_cluster_17.txt	NA	0.2	NA	NA	0.2	0.3	0.3	NA	0.5	0.5	0.0	NA	0.2	NA	0.1	NA	0.0	0.2	0.2	NA	0.1	0.3	NA	0.0	0.2	0.1	0.5	NA	NA	NA	0.0	0.5	0.3	NA	0.3	0.2	NA	0.0	0.1	NA	0.2	NA	0.0	0.0	NA	0.0	NA	0.0	0.2	NA	0.2	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	1.0	NA	0.3	0.0	0.0	NA	NA	0.2	0.1	NA	0.3	NA	NA	0.0	0.4	0.0	NA	0.2	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.2	NA	NA	0.2	0.3	0.2	NA	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_18.txt	NA	0.2	NA	NA	0.1	0.0	0.0	NA	0.2	0.5	0.5	NA	NA	NA	0.2	NA	NA	0.4	0.4	NA	0.2	0.4	NA	0.2	0.0	0.2	0.3	NA	NA	NA	0.0	0.1	0.2	NA	0.2	0.1	NA	0.4	0.3	NA	0.3	NA	0.0	NA	NA	0.4	NA	0.4	0.4	NA	0.0	NA	NA	NA	NA	NA	0.1	NA	0.0	NA	NA	NA	NA	0.0	0.2	0.3	NA	NA	0.4	0.5	NA	0.3	NA	NA	0.3	0.3	0.1	NA	0.0	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.0	0.1	NA	NA	0.4	0.3	0.2	NA	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_19.txt	NA	0.0	0.2	NA	0.2	0.0	0.2	NA	0.4	0.1	0.7	NA	NA	NA	0.1	NA	0.0	0.3	0.2	NA	0.4	0.2	NA	0.0	0.0	0.2	0.4	NA	NA	NA	0.0	0.6	0.0	NA	0.2	0.2	NA	0.1	0.2	NA	0.1	NA	0.3	NA	NA	0.0	NA	0.1	0.2	NA	0.0	NA	NA	NA	NA	NA	0.2	NA	1.0	NA	NA	NA	NA	0.3	0.0	0.3	NA	NA	0.3	0.2	NA	0.0	NA	NA	0.0	0.3	0.3	NA	0.4	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.3	0.3	NA	NA	0.2	0.1	0.0	NA	NA	0.2	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_2.txt	NA	1.0	NA	NA	0.3	1.0	0.2	NA	0.2	0.3	0.0	NA	NA	NA	0.1	NA	0.0	0.5	0.2	NA	0.4	0.1	NA	0.2	0.5	0.4	0.0	NA	NA	NA	0.2	0.2	0.2	NA	0.2	0.5	NA	0.2	0.5	NA	0.3	NA	0.0	0.3	1.0	0.4	NA	0.0	0.6	NA	0.3	NA	NA	NA	NA	NA	0.1	NA	0.0	NA	NA	NA	NA	0.0	0.2	NA	NA	NA	0.2	0.1	NA	0.2	NA	NA	0.0	0.1	0.1	NA	0.2	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	0.0	0.0	NA	NA	0.1	0.0	0.2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_20.txt	NA	0.0	NA	NA	0.4	0.2	0.8	NA	0.0	0.2	0.3	NA	NA	NA	0.4	NA	NA	0.4	0.2	NA	0.2	0.3	NA	0.3	0.3	0.5	0.2	NA	NA	NA	0.0	0.1	0.1	NA	0.2	0.5	NA	0.3	0.0	NA	0.1	0.2	0.3	0.0	NA	0.0	NA	0.0	0.3	NA	0.3	NA	1.0	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	0.0	0.3	0.0	NA	NA	0.5	0.3	NA	0.1	NA	NA	0.0	0.5	0.4	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.3	NA	NA	0.1	0.0	0.8	NA	NA	0.0	NA	NA	NA	NA	0.2	NA	NA	NA
rn_cluster_21.txt	NA	0.2	NA	NA	0.6	0.0	0.0	NA	0.2	0.3	0.0	NA	NA	NA	0.4	NA	0.0	0.3	0.4	NA	0.2	0.3	NA	0.4	0.0	0.8	0.3	0.0	NA	NA	0.0	0.4	0.3	NA	0.4	0.2	NA	0.4	0.1	NA	0.3	NA	0.0	0.3	NA	0.2	NA	0.0	0.2	NA	0.3	NA	NA	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	0.0	0.3	0.0	NA	NA	0.5	0.1	NA	0.0	NA	NA	0.0	0.2	0.2	NA	0.2	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.3	0.3	NA	NA	0.3	0.5	0.1	NA	NA	0.0	NA	NA	NA	NA	0.0	NA	NA	NA
rn_cluster_22.txt	NA	0.4	NA	NA	0.2	0.3	0.0	NA	0.2	0.6	1.0	NA	NA	NA	0.3	NA	0.5	0.2	0.0	NA	0.2	0.2	NA	0.3	0.3	0.2	0.1	NA	NA	NA	0.2	0.3	0.3	NA	0.1	0.5	NA	0.2	0.4	NA	0.3	NA	0.0	0.0	NA	0.0	NA	0.1	0.1	NA	0.0	NA	NA	NA	NA	NA	0.3	NA	0.7	NA	NA	NA	NA	NA	0.2	0.3	NA	NA	0.3	0.4	NA	0.3	NA	NA	0.0	0.2	0.0	NA	0.1	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	0.2	0.3	NA	NA	0.3	0.0	0.0	NA	NA	0.3	NA	NA	NA	NA	0.0	NA	NA	NA
