# From /Users/Daniela/Documents/CCG/GUs_analysis/random_connectivity/scripts/conn_of_random_sets_v3.pl on Sun May 27 02:55:37 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/conformation_effect/random_sets/random_clusters/
# Columns= GU
# Rows= Random set
	Ada-Methylated_neg	Ada-Methylated_pos	AlaS-L-alanine_neg	AllS-allantoin_pos	AraC-L-arabinose_neg	AraC-L-arabinose_pos	ArcA-Phosphorylated_neg	ArcA-Phosphorylated_pos	ArgP-L-arginine_neg	ArgP-L-arginine_pos	ArgR-L-arginine_neg	ArgR-L-arginine_pos	AtoC-phosphorylated_pos	BaeR-Phosphorylated_pos	BirA-bio-5-AMP_neg	CRP-cAMP_neg	CRP-cAMP_pos	ChbR-Monoacetylchitobiose-6P_neg	ChbR-Monoacetylchitobiose-6P_pos	CpxR-Phosphorylated_neg	CpxR-Phosphorylated_pos	CreB-Phosphorylated_neg	CreB-Phosphorylated_pos	CueR-Ag_neg	CueR-Ag_pos	CueR-Cu+_neg	CueR-Cu+_pos	CuerR-Au_neg	CuerR-Au_pos	CusR-Pasp_pos	CynR-Cyanate_neg	CynR-Cyanate_pos	CysB-N-acetyl-L-serine_neg	CysB-N-acetyl-L-serine_pos	CysB-O-acetyl-L-serine_neg	CysB-O-acetyl-L-serine_pos	DcuR-Phosphorylated_pos	DnaA-ATP_neg	DnaA-ATP_pos	DpiA-Pasp_neg	DpiA-Pasp_pos	DsdC-D-serine_neg	DsdC-D-serine_pos	EvgA-Phosphorylated_pos	FNR-Fe_neg	FNR-Fe_pos	FhlA-Formate_pos	FucR-L-fuculose-1-phosphate_pos	Fur-Fe2+_neg	Fur-Fe2+_pos	Fur-Mn2+_neg	Fur-Mn2+_pos	GlcC-Acetate_neg	GlcC-Acetate_pos	GlcC-Glycolate_neg	GlcC-Glycolate_pos	GlrR-Pasp56_pos	IclR-pyruvate_neg	IdnR-5-ketogluconate_neg	IdnR-5-ketogluconate_pos	IdnR-Idonate_neg	IdnR-Idonate_pos	IlvY-2-acetolactate_neg	IlvY-2-acetolactate_pos	IlvY-Alfa-acetohydroxybutirate_neg	IlvY-Alfa-acetohydroxybutirate_pos	IscR-2Fe_neg	IscR-2Fe_pos	LldR-L-lactate_neg	LldR-L-lactate_pos	Lrp-Leucine_neg	Lrp-Leucine_pos	LsrR_neg	MalT-ADP-Maltotriose_pos	MalT-Maltotriose-ATP_pos	MelR-Melibiose_neg	MelR-Melibiose_pos	MetJ-S-adenosylmethionine_neg	MetR-L-homocysteine_neg	MetR-L-homocysteine_pos	MhpR-3-DHPP_pos	MhpR-3HPP_pos	MntR-Cd2+_neg	MntR-Cd2+_pos	ModE-MoO42-_neg	ModE-MoO42-_pos	NarL-Phosphorylated_neg	NarL-Phosphorylated_pos	NarP-Phosphorylated_neg	NarP-Phosphorylated_pos	NhaR-Na+_pos	NikR-Cd2+_neg	NikR-Co2+_neg	NikR-Cu2+_neg	NikR-Ni2+_neg	NikR-Zn2+_neg	NrdR-ATP_neg	NrdR-Zn2+_neg	NrdR-dATP_neg	NsrR-2Fe_neg	PhoB-Phosphorylated_neg	PhoB-Phosphorylated_pos	PhoP-Phosphorylated_neg	PhoP-Phosphorylated_pos	PrpR-2-methylcitrate_neg	PrpR-2-methylcitrate_pos	PurR-Guanine_neg	PurR-Hypoxanthine_neg	QseB-Phosphorylated_pos	RhaR-L-rhamnose_pos	RhaS-L-rhamnose_pos	RstA-Phosphorylated_neg	RstA-Phosphorylated_pos	SoxR-2Fe_neg	SoxR-2Fe_pos	TorR-Phosphorylated_neg	TorR-Phosphorylated_pos	TrpR-Tryptophan_neg	TyrR-L-tryptophan_neg	TyrR-L-tryptophan_pos	TyrR-Phenylalanine_neg	TyrR-Phenylalanine_pos	TyrR-Tyrosine_neg	TyrR-Tyrosine_pos	UhpA-Phosphorylated_pos	XapR-xanthosine_pos	XylR-Xylose_pos	ZntR-Cd2+_pos	ZntR-Hg_pos	ZntR-Zn2+_pos	ZraR-Phosphorylated_pos	Zur-Zn2+_neg
rn_cluster_1.txt	0.3	0.1	NA	0.2	0.0	0.1	0.5	0.3	NA	0.3	0.1	0.0	0.0	0.0	0.1	0.0	0.3	0.2	0.3	NA	0.0	0.6	0.8	0.3	0.0	0.0	0.3	0.0	0.0	0.0	NA	0.0	0.4	0.2	0.6	0.2	0.3	0.1	0.0	NA	0.4	NA	0.0	0.1	0.3	0.5	0.7	0.0	0.5	0.3	0.6	0.4	NA	0.0	NA	0.5	NA	0.6	0.3	0.4	0.5	0.3	NA	NA	NA	NA	0.2	0.5	0.0	NA	0.4	0.3	0.1	0.3	0.2	0.5	0.0	0.1	1.0	0.0	0.2	0.0	NA	NA	0.2	0.7	0.5	0.2	0.0	0.1	0.4	NA	NA	NA	NA	NA	0.2	0.1	0.0	0.4	0.2	0.3	0.0	0.5	NA	0.0	0.3	0.4	NA	NA	1.0	0.0	NA	NA	0.5	NA	0.5	0.4	0.2	0.0	0.2	0.2	0.2	0.2	NA	0.2	0.6	NA	NA	NA	NA	NA
rn_cluster_10.txt	0.0	0.0	NA	0.3	0.3	0.0	0.6	0.5	NA	0.3	0.2	0.4	0.2	NA	0.1	0.2	0.2	0.2	0.4	NA	0.0	0.7	0.8	0.0	0.2	0.5	0.0	0.0	0.0	0.2	NA	0.0	0.0	0.2	0.5	0.2	0.0	0.3	0.4	NA	0.1	NA	0.0	0.3	0.2	0.5	0.7	0.1	0.7	0.4	0.5	0.6	NA	0.3	NA	0.6	NA	0.1	0.0	0.1	0.3	0.4	NA	NA	NA	NA	0.1	0.2	0.3	0.7	0.4	0.2	0.4	0.1	0.3	0.0	0.0	0.4	NA	0.1	0.6	0.5	NA	NA	0.4	0.6	0.3	0.2	0.1	0.2	0.7	NA	NA	NA	NA	NA	0.0	0.0	0.3	0.5	0.2	0.5	0.2	0.4	NA	0.2	0.3	0.4	NA	NA	0.0	0.0	NA	NA	0.0	NA	0.4	0.5	0.1	0.6	0.4	0.0	0.1	0.0	NA	0.0	0.2	NA	NA	NA	NA	NA
rn_cluster_100.txt	0.7	0.1	NA	0.2	0.1	0.1	0.5	0.5	NA	0.5	0.5	0.6	0.0	0.0	0.2	0.2	0.0	0.2	0.4	NA	0.0	0.7	0.8	0.7	0.7	0.0	0.3	0.2	0.5	0.0	NA	0.3	0.0	0.5	0.5	0.4	0.4	0.2	0.4	NA	0.3	NA	0.0	0.2	0.2	0.4	0.7	0.5	0.5	0.5	0.6	0.2	NA	0.0	NA	0.2	NA	0.2	0.0	0.2	0.0	0.1	NA	NA	NA	NA	0.2	0.3	NA	1.0	0.5	0.5	0.4	0.4	0.2	0.3	0.0	0.2	NA	0.0	0.5	0.6	NA	NA	0.1	0.2	0.5	0.2	0.5	0.4	0.1	NA	NA	NA	NA	NA	0.2	0.2	0.2	0.4	0.3	0.4	0.0	0.5	NA	0.0	0.4	0.4	NA	NA	0.2	0.0	NA	NA	0.0	NA	0.8	0.4	0.3	0.2	0.2	0.2	0.4	0.2	NA	0.0	0.5	NA	NA	NA	NA	NA
rn_cluster_11.txt	0.0	0.4	1.0	0.2	0.5	0.2	0.6	0.5	NA	0.1	0.4	0.2	0.4	0.0	0.0	0.9	0.5	0.0	0.3	NA	0.5	0.8	0.8	1.0	0.0	1.0	0.0	0.3	0.0	0.2	NA	0.4	0.8	0.4	0.2	0.3	0.6	0.5	0.0	NA	0.2	NA	0.3	0.1	0.5	0.6	0.6	0.4	0.7	0.5	0.6	0.4	NA	0.0	NA	0.3	NA	0.8	0.0	0.1	0.0	0.1	NA	NA	NA	1.0	0.4	0.0	0.0	0.3	0.5	0.4	0.4	0.2	0.3	0.3	NA	0.4	NA	0.0	0.3	0.5	NA	NA	0.2	0.2	0.6	0.7	0.1	0.4	0.3	NA	NA	NA	NA	NA	0.0	0.5	0.0	0.4	0.2	0.6	0.2	0.5	NA	0.2	0.6	0.5	NA	NA	0.0	0.0	NA	NA	0.3	NA	0.0	0.3	0.1	0.2	0.3	0.2	0.1	0.5	NA	0.0	NA	NA	NA	NA	NA	NA
rn_cluster_12.txt	0.2	0.3	NA	0.2	0.7	0.1	0.7	0.4	NA	0.3	0.5	0.3	0.0	0.3	0.5	0.2	0.2	0.2	0.5	NA	NA	0.5	0.8	0.3	0.7	0.3	0.5	0.5	0.3	0.0	NA	0.0	0.2	0.3	0.3	0.2	0.5	0.3	0.3	NA	0.2	NA	NA	0.1	0.4	0.5	0.7	0.3	0.6	0.4	0.5	0.5	NA	0.0	NA	0.0	NA	0.2	0.0	0.1	0.3	0.4	NA	NA	NA	NA	0.0	1.0	0.3	0.2	0.4	0.2	0.2	0.3	0.2	0.3	0.3	0.5	NA	0.3	0.2	0.1	NA	NA	0.1	0.1	0.6	0.3	0.2	0.2	0.5	NA	NA	NA	NA	NA	0.2	0.4	0.5	0.4	0.2	0.1	0.0	0.4	NA	0.0	0.5	0.7	NA	NA	0.2	0.0	NA	NA	1.0	NA	0.0	0.2	0.1	0.0	0.4	0.2	0.2	0.3	NA	0.3	0.5	NA	NA	NA	NA	NA
rn_cluster_13.txt	0.0	0.1	NA	0.2	0.1	0.1	0.6	0.3	NA	0.2	0.4	0.3	0.2	0.0	0.1	0.5	0.0	0.2	0.5	1.0	0.3	0.6	0.8	0.0	0.0	0.3	0.0	0.0	0.0	0.4	NA	0.0	0.2	0.5	0.0	0.5	0.0	0.2	0.4	NA	0.0	NA	0.0	0.4	0.4	0.5	0.6	0.3	0.6	0.3	0.8	0.5	NA	0.0	NA	0.4	NA	0.3	0.7	0.0	NA	0.0	NA	NA	NA	NA	0.5	1.0	0.3	0.3	0.3	0.4	0.0	0.4	0.3	0.2	1.0	0.4	NA	0.4	0.2	0.2	NA	NA	0.5	0.5	0.4	0.4	0.0	0.5	0.4	1.0	NA	NA	NA	NA	0.1	0.6	0.1	0.5	0.1	0.5	0.2	0.3	NA	0.2	0.5	0.5	NA	NA	0.0	0.7	NA	NA	0.0	NA	0.2	0.3	0.4	0.2	0.1	0.2	0.1	0.4	NA	0.3	0.2	1.0	NA	NA	NA	NA
rn_cluster_14.txt	0.7	0.3	NA	0.2	0.1	0.3	0.7	0.3	NA	0.7	0.2	0.5	0.2	0.3	0.1	0.0	0.0	0.0	0.4	NA	0.0	0.7	0.8	0.0	0.2	0.3	0.0	0.0	0.3	0.0	NA	0.0	0.0	0.3	0.2	0.3	0.0	0.0	0.0	NA	0.0	NA	0.5	0.6	0.2	0.6	0.6	0.4	0.6	0.3	0.5	0.5	NA	0.2	NA	0.2	NA	NA	1.0	0.0	NA	0.2	NA	NA	NA	NA	0.8	0.0	0.3	0.0	0.4	0.5	0.3	0.2	0.0	0.0	0.7	0.2	NA	0.4	0.3	0.2	NA	NA	0.4	0.3	0.3	0.5	0.0	0.4	0.1	NA	NA	NA	NA	NA	0.0	0.1	0.1	0.4	0.2	0.2	0.6	0.5	NA	0.1	0.4	0.2	NA	NA	0.5	0.3	NA	NA	0.5	NA	0.0	0.1	0.2	0.0	0.4	0.1	0.0	0.3	NA	0.0	0.2	NA	NA	NA	NA	NA
rn_cluster_15.txt	0.0	0.4	NA	0.4	0.2	0.1	0.6	0.3	NA	0.1	0.3	0.2	0.0	0.0	0.2	0.0	0.3	0.0	0.3	NA	0.0	0.5	0.8	0.0	0.0	0.0	1.0	0.3	0.0	0.0	NA	0.0	0.2	0.1	0.8	0.2	0.1	0.5	0.2	NA	0.6	NA	0.3	0.2	0.1	0.6	0.5	0.3	0.7	0.4	0.7	0.5	NA	0.0	NA	0.0	NA	0.3	0.0	0.5	0.7	0.3	NA	NA	NA	NA	0.1	0.3	0.0	0.5	0.5	0.4	0.2	0.3	0.4	0.3	0.3	0.4	NA	0.4	0.1	0.1	NA	NA	0.4	0.6	0.4	0.4	0.7	0.2	0.1	NA	NA	NA	NA	NA	0.4	0.1	0.1	0.3	0.0	0.3	0.0	0.4	NA	0.7	0.4	0.3	NA	NA	0.3	NA	NA	NA	0.0	NA	0.0	0.3	0.5	0.1	0.3	0.2	0.1	0.0	NA	0.0	0.3	NA	NA	NA	NA	NA
rn_cluster_16.txt	NA	0.0	NA	NA	0.0	0.0	0.7	0.4	NA	0.4	0.4	0.1	0.2	0.0	0.4	0.0	0.2	0.4	0.5	NA	0.0	0.6	0.8	0.0	0.3	0.0	0.0	0.3	0.2	0.3	NA	0.3	0.3	0.4	0.8	0.4	0.2	0.1	0.4	NA	0.0	NA	NA	0.2	0.1	0.4	0.6	0.4	0.6	0.4	0.7	0.4	NA	0.5	NA	0.3	NA	0.0	NA	0.3	NA	0.5	NA	NA	NA	1.0	0.3	0.5	0.1	0.0	0.3	0.3	0.2	0.2	0.3	0.5	1.0	0.4	NA	0.5	0.2	0.1	NA	NA	0.2	0.4	0.4	0.2	0.0	0.2	0.2	NA	NA	NA	NA	NA	0.0	0.5	0.0	0.4	0.2	0.2	0.5	0.5	NA	0.1	0.4	0.2	NA	NA	0.0	0.0	NA	NA	0.0	NA	0.4	0.6	0.3	0.3	0.5	NA	0.6	0.2	NA	0.2	0.5	NA	NA	NA	NA	NA
rn_cluster_17.txt	0.3	0.7	NA	0.2	0.4	0.0	0.7	0.6	NA	0.4	0.5	0.2	0.2	0.0	0.2	0.2	0.2	0.0	0.4	NA	0.3	0.6	0.8	0.0	0.0	NA	0.0	0.3	0.1	0.2	NA	0.3	0.0	0.2	0.2	0.3	0.1	0.1	0.0	NA	0.0	NA	0.0	0.3	0.1	0.5	0.7	0.2	0.6	0.2	0.5	0.3	NA	0.0	NA	0.2	NA	0.1	0.3	0.0	0.0	0.3	NA	NA	NA	NA	0.1	0.0	0.3	0.3	0.3	0.7	0.3	0.2	0.4	NA	0.0	0.5	NA	0.0	0.3	0.1	NA	NA	0.1	0.4	0.1	0.1	0.0	0.3	0.0	NA	NA	NA	NA	NA	0.4	0.0	0.1	0.5	0.0	0.3	0.2	0.4	NA	0.2	0.3	0.5	NA	NA	0.4	0.2	NA	NA	0.0	NA	0.6	0.4	0.5	0.4	0.2	0.0	0.2	0.2	NA	0.0	0.0	NA	NA	NA	NA	NA
