#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0107//
Ada	b1184//b0146//b0751//
AgaR	b3460//b1528//b2822//b3806//b3572//b3494//b4013//
AlaS	b0957//
AllR	b3774//b1321//b4002//b4097//b1882//b4567//b1207//b0399//b4054//
AllS	b2217//b0052//b1378//
AlsR	b3063//b1073//b0697//b3671//b2372//b1430//
ArcA	b0953//b4159//
ArgP	b3140//b3806//b1231//
ArgR	b1183//b2530//b3773//b0441//b1261//b3268//b2058//b4203//b0382//b0743//b0241//b3012//b3005//b2469//
ArsR	b1982//b3680//b1902//
AscG	b1579//
AsnC	b1486//
BasR	b0814//
BirA	b0340//b4444//b3424//b2820//b0855//
BluR	b2600//b1613//b3793//b0153//
BolA	b3612//b0107//
CRP	b3860//b1440//b1198//b2750//b4699//b1377//b1781//b4002//b0861//b2987//b1859//b2147//b0345//b4279//b4355//b1707//b0107//b3957//b3785//b3799//b3799//b3500//b0999//b0145//b0400//b1654//b2822//b0655//b3425//b3790//b0066//b3027//b0925//b0743//b1717//b2584//b1229//b3455//b4481//b2068//b1623//b0068//b1481//b2232//b1634//b2788//b4502//b4663//b2818//b2604//b3976//b4025//b0670//b3786//b3455//b4567//b1442//b0750//b4523//sroC//b0751//b4393//sroC//b0514//b2685//b1203//b3547//b0341//
CdaR	b4088//b0688//b1430//b2414//b1113//
CecR	b2400//b0107//b3661//b3424//b1430//
CpxR	b3242//b3458//b0732//b1902//b1004//b4150//b2825//b0507//b0604//b3454//b1184//b3065//b4105//b4408//b3781//b1791//b2153//b1890//b4513//b4042//b4092//b0953//b1277//b2751//b1262//b1378//b2823//b1166//b3789//efeU_2//b1890//b1613//
Cra	b0139//b1091//b3980//b1430//b1322//b4458//b4088//b1111//b2750//b0514//b0069//b1163//b1303//b2823//b0050//
CreB	b1076//
CsgD	b1207//b3096//b4025//b0796//b4522//b0515//b0777//b0777//b2396//
CueR	b0241//b3457//
CynR	b3270//b1889//b3057//b2580//
CysB	b4702//b0864//b4450//b3923//b2616//b3607//b0075//b0778//b3859//b3027//
Dan	b0652//b2497//b4085//b1400//
DhaR	b3128//b0589//b3672//b1547//
DicA	b3793//b0150//b2397//b2529//b1077//b2152//b2580//b0399//
DnaA	b1327//b0730//
EvgA	b3137//b0293//b0191//b1609//b2435//b2558//b1379//
FNR	b0806//yegZ//b2671//b1322//b2614//b3323//b3493//b0799//b0861//b3190//b3965//b3457//b1880//b1261//b1484//b4370//b0301//b2557//b2965//b0051//b4160//b2824//b1537//b4525//b4369//b3919//b3454//
FadR	b3458//sroC//b1949//b3136//b1016//b0108//b4408//b2498//
FeaR	b0849//
Fis	b4416//b1948//b3612//b2538//b0080//b3923//b3922//b3063//b0080//b0110//b0484//b0484//b0860//b1902//b3923//b0861//b1322//b0590//b3614//b0441//b4097//b0191//b0153//b0696//b3957//b4174//b3729//b3060//b0590//b0672//b2687//b2372//b3022//efeU_2//b1655//b2476//b1783//b1165//b1947//b1613//b0140//b2540//b4260//b1707//b1260//b0687//b3617//b2171//b4613//b1093//b2614//b2189//b2216//b4364//b4160//b1165//
FlhDC	b0732//b1264//b4093//b4513//b0237//b1379//b1004//b3794//b0156//b2788//b1083//b1883//b4172//b3022//b3157//b3013//b0382//b1386//b0698//b0776//b0447//b0273//b1488//b0156//b3137//b2063//b1198//b3957//b0191//b4175//b2580//b3423//b1082//b0162//b3186//b2539//b4241//b2542//
FliZ	b0745//
Fur	b0925//b1166//b0511//b4105//b2528//b3241//b2601//b0513//b1846//b0957//b0192//b2893//b2316//b1925//b3612//b3774//b3744//b4175//b1947//b1704//b1728//b2685//b3500//b0207//
GadX	b3773//b0191//b1879//b1184//b1326//b1287//b4088//
GcvA	b1859//b1481//
H-NS	b0864//b1163//b3392//b4102//b4013//b3493//b2779//b0216//b2779//b0066//b4443//b0509//b0591//b1327//
HU	b0743//b3503//
HcaR	b4270//b3744//b0732//b0860//b0151//b2097//
IHF	b1857//b4025//b3572//b1091//b3785//b2779//b1002//
IlvY	b2396//b3977//
IscR	b3789//b1440//b1781//b4347//b0166//b3270//b1091//b0385//
KdpE	b3911//b1263//b1288//b1272//
LeuO	b1540//b1261//b0776//b3131//b1130//b4173//
LexA	b3607//b4174//b4242//b3392//b2557//b4705//b3614//b1762//b1288//b4484//b0301//b3786//b0106//b0730//b1484//b1488//b3425//b4095//b3501//b0515//b0970//b1077//b2153//b4094//b4398//b0507//b2401//b0505//b3796//b0066//b1321//b2379//b0231//b1201//b4699//b4451//b0516//
LrhA	b2895//
Lrp	b1719//b2699//b4219//b1075//b2388//b4150//b2375//b1407//b1890//b0513//b3863//b1020//b1548//b3394//
LysR	b1260//
MalT	b0799//
MarA	b4506//b0796//
MatA	b2558//b2540//
McbR	b1220//
MetJ	b2823//b0653//b3240//b1861//b0189//
MlrA	b0652//b3670//b4160//b0166//b0708//
MngR	b4219//b0513//b4106//
MntR	b0341//b2062//
MprA	b0971//b2403//b1780//
MqsA	b4406//b4105//
MurR	b3521//
Nac	b4444//b2313//b4241//b4567//b3241//
NadR	b3794//b2290//b1950//
NagC	b0924//b3773//b3699//efeU_2//b3860//
NanR	b1947//b2666//
NimR	b3792//b0892//
NsrR	b3269//b4095//phnE_2//b1706//b4096//b1379//b1409//b3183//b3011//b3027//b2435//b2788//b4242//b4044//b0403//b3395//b1528//b2153//b4599//b2665//b1264//b4172//b1577//b3911//b2374//b0071//b1913//b2808//b3525//b2498//
NtrC	b0216//b0874//b2464//b4370//b4104//b2737//b1400//b2965//b2606//b2685//b0688//b2558//b4292//b3794//b2497//b0604//b1887//
OmpR	b4417//b3502//b2666//b1859//
OxyR	b1377//b1728//b0405//b1861//b3136//b3431//b0774//b1327//b1577//
PaaX	b2864//b1925//
PepA	b3966//
PgrR	b3356//b4104//b4044//b2820//b2397//b2000//b4443//
PhoB	b1781//b3186//b1265//b1704//b0240//b3137//b4567//b1410//b2751//b4670//b3959//b3525//b3457//b3338//b1003//b0123//b0922//b2616//b2375//b2558//b3607//b0565//b2614//b1704//b4481//b4279//b2866//b0071//b0589//b0485//b3784//
PhoP	b1378//b1967//b0139//b1252//b2291//b2407//b3011//b2584//b0382//b4101//b4213//b0698//b1113//b1914//b4415//b0923//
PspF	b2059//
PurR	b3784//b2893//b1641//b0304//b1303//b4481//b3065//b0861//b1578//b4426//b4408//b0403//b1378//
RbsR	b0074//
RcdA	b1618//b0052//b2542//
RclR	b1264//b3916//b3531//
RcnR	b0051//
RcsAB	efeU_2//b2211//b1883//b1945//b0654//
RcsB	b0071//b3965//b0698//b0074//
RcsB-BglJ	b1073//b2211//b3242//b3941//b2060//b3008//b1798//b0925//b2580//b4101//b0234//
Rob	b3613//
RutR	b4270//
SdiA	b0066//
SgrR	b2498//b0341//b2852//b0670//b4567//b3128//
SoxS	b4159//b1783//b3458//b4406//b3323//b2893//
SutR	b3919//b0957//
TorR	b4087//
TrpR	b1132//b1434//b3395//b3271//b2553//b0123//b0441//b1220//
TyrR	b1000//b1484//b1263//
UidR	b4426//
UvrY	b3456//b3608//
XapR	b0397//b1092//
YdeO	b2820//b1967//
YjjQ	b1264//b4417//b0516//b4095//b1072//b2540//b0794//
YpdB	b3798//
YqhC	b3067//b4044//
ZntR	b1410//
ZraR	b0923//
Zur	b1481//b0237//b0486//b3060//b2396//
