# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Fri Nov 23 00:39:12 2018x
# Input = /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/general_regulons//complete_gus/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
AcrR	2	AcrA-TolC-AcrB,AcrD-AcrA-TolC,	0		6	*re14,*re18,*re19,*re20,*re17,*re16,*	6	6	0.0
Ada	4	AidB,Ada,AlkA,AlkB,	2	Ada,AlkB,	4	*re12,*re6,re7,re8,*re10,*re14,re15,re16,re17,re18,re19,*	11	0	0.3
AdiY	4	GadC,AdiA,GadA,GadB,	4	GadB,GadA,AdiA,GadC,	1	*re10,re12,re15,*	3	1	1.0
AgaR	1	KbaY-KbaZ,	0		1	*re25,*	1	0	0.0
AidB	1	AidB,	0		1	*re3,*	1	0	0.0
AlaS	1	AlaS,	0		1	*re3,*	1	0	0.0
AllR	6	AllB,GlxK,Hyi,Gcl,GlxR,AllA,	6	Hyi,AllB,GlxK,AllA,GlxR,Gcl,	1	*re11,re16,re20,re18,re22,re25,re13,*	6	0	1.0
AllS	3	AllD,AllC,AllE,	3	AllD,AllC,AllE,	1	*re5,re9,re7,*	3	0	1.0
AlsR	3	RpiB,AlsA-AlsC-AlsB,AlsE,	2	RpiB,AlsE,	3	*re9,*re13,re16,*re17,*	4	1	0.4
AppY	2	AppC-AppB,AppA,	1	AppA,	3	*re13,re14,re15,re16,re17,*re12,*re20,*	7	1	0.2
AraC	8	AraE,AraA,AraB,XylB,YgeA,AraD,AraG-AraH-AraF,XylA,	7	AraA,AraE,AraG-AraH-AraF,AraD,XylA,XylB,AraB,	3	*re16,re18,re21,re32,re30,re23,*re37,*re33,*	8	1	0.7
ArgP	9	LysC,ArgO,RecF-RecR-RecO,LysA,NrdA-NrdB,DapD,LysP,DapB,GdhA,	6	LysA,DapD,NrdA-NrdB,LysP,DapB,LysC,	6	*re16,*re27,*re44,*re17,*re36,re37,re38,re39,re40,*re20,re22,re47,re46,re29,re33,re31,*	14	3	0.4
ArgR	23	AstA,LysO,TruB,AstE,ArgE,ArgC,ArgA,AstC,HisQ-HisP-HisM-ArgT,ArgD,CarB-CarA,ArgB,AstD,ArgH,ArgG,ArgI,HisP-HisM-HisQ-HisJ,ArgF,NAGS,PNPase,ArtJ-ArtQ-ArtM-ArtP,Pnp,AstB,	18	AstB,ArtJ-ArtQ-ArtM-ArtP,NAGS,ArgF,ArgI,ArgG,ArgH,AstD,ArgB,CarB-CarA,ArgD,HisQ-HisP-HisM-ArgT,AstC,ArgA,ArgC,ArgE,AstE,AstA,	6	*re40,re43,re45,re47,re48,re72,re70,re68,re56,re54,re52,re50,re92,re79,re76,re74,re80,re81,re63,*re103,*re104,*re93,*re89,*re112,*	24	4	0.6
ArsR	2	ArsB,ArsC,	2	ArsC,ArsB,	2	*re6,re8,*re5,*	3	2	0.7
AscG	2	AscF,AscB,	2	AscB,AscF,	1	*re10,re11,re12,re8,re7,*	5	3	1.0
AsnC	2	MnmE-MnmG,AsnA,	2	AsnA,MnmE-MnmG,	1	*re11,re12,re13,re6,*	4	0	1.0
AtoC	3	AtoA-AtoD,AtoE,AtoB,	3	AtoB,AtoE,AtoA-AtoD,	1	*re12,re7,re9,*	3	1	1.0
BCCP	1	AccC,	0		1	*re6,*	1	0	0.0
BaeR	2	TolC-MdtC-MdtB-MdtA,AcrD-AcrA-TolC,	0		3	*re16,*re11,*re17,*	3	3	0.0
BasR	3	DgkA,CsgE-CsgG,PutA,	1	PutA,	3	*re26,re33,re27,*re22,*re17,*	4	1	0.2
BetI	3	BetT,BetA,BetB,	3	BetB,BetA,BetT,	1	*re10,re6,re13,re7,re8,*	5	1	1.0
BirA	5	BioF,BioD,BioC,BioA,BioB,	5	BioB,BioA,BioC,BioF,BioD,	1	*re10,re11,re13,re19,re7,re15,re17,re18,re9,*	8	0	1.0
BluR	0		0		0	*	0	0	-0.0
BolA	2	DacC,AmpC,	1	DacC,	2	*re6,re7,re8,re9,*re4,*	5	0	0.3
BtsR	1	BtsT,	0		1	*re3,*	1	1	0.0
CadC	3	CadB,CadA,LdcI,	3	CadB,CadA,LdcI,	1	*re5,re8,re9,*	3	2	1.0
CaiF	5	CaiC,CaiA,CaiB,CaiD,CaiT,	5	CaiT,CaiB,CaiD,CaiC,CaiA,	1	*re12,re14,re16,re18,re21,*	5	1	1.0
Cbl	5	TauD,SsuE,SsuD,TauA-TauC-TauB,SsuA-SsuC-SsuB,	4	TauA-TauC-TauB,SsuE,SsuD,TauD,	2	*re12,*re16,re17,re18,re19,re21,re28,re24,*	8	2	0.7
CdaR	9	GarD,GarK,GudP,GarR,GarP,RNA:RnpB,GarL,GudD,RnpB,	9	RnpB,GudD,GarL,RNA:RnpB,GarP,GarR,GudP,GarD,GarK,	2	*re13,re17,re23,re15,re19,re24,re26,re20,re27,re21,*re31,re32,*	12	3	0.9
CecR	1	YbhS-YbhR-YbhF,	0		1	*re9,*	1	1	0.0
ChbR	3	ChbF,ChbA-ChbC-ChbB,ChbG,	3	ChbG,ChbA-ChbC-ChbB,ChbF,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ComR	0		0		0	*	0	0	-0.0
