# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Fri Nov 23 06:54:09 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/general_regulons_strong//complete_gus/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
AcrR	2	AcrA-TolC-AcrB,AcrD-AcrA-TolC,	0		6	*re13,*re17,*re11,*re14,*re15,*re16,*	6	6	0.0
Ada	4	AlkB,AlkA,AidB,Ada,	2	AlkB,Ada,	4	*re10,*re6,re7,re8,*re12,*re14,re15,re16,re17,re18,re19,*	11	0	0.3
AdiY	4	GadB,GadC,AdiA,GadA,	4	GadA,AdiA,GadC,GadB,	1	*re10,re12,re15,*	3	1	1.0
AgaR	1	KbaY-KbaZ,	0		1	*re25,*	1	0	0.0
AidB	1	AidB,	0		1	*re3,*	1	0	0.0
AlaS	1	AlaS,	0		1	*re3,*	1	0	0.0
AllR	6	GlxK,Hyi,AllB,GlxR,AllA,Gcl,	6	Gcl,GlxK,AllA,GlxR,AllB,Hyi,	1	*re11,re16,re20,re18,re22,re25,re13,*	6	0	1.0
AraC	6	AraD,AraA,YgeA,AraB,AraG-AraH-AraF,AraE,	5	AraD,AraA,AraB,AraG-AraH-AraF,AraE,	2	*re26,*re12,re14,re17,re19,*	5	1	0.7
ArgP	9	LysP,NrdA-NrdB,DapB,LysA,ArgO,DapD,RecF-RecR-RecO,GdhA,LysC,	6	DapD,DapB,LysC,LysP,NrdA-NrdB,LysA,	6	*re15,*re16,*re18,re20,re45,re44,re27,re31,re29,*re42,*re25,*re34,re35,re36,re37,re38,*	14	3	0.4
ArgR	23	PNPase,ArtJ-ArtQ-ArtM-ArtP,ArgF,ArgH,TruB,HisP-HisM-HisQ-HisJ,ArgB,CarB-CarA,ArgI,HisQ-HisP-HisM-ArgT,AstA,ArgA,AstE,ArgC,AstB,ArgD,AstC,LysO,Pnp,AstD,NAGS,ArgE,ArgG,	18	AstD,ArgE,NAGS,ArgG,AstE,ArgC,AstB,AstC,ArgD,CarB-CarA,ArgI,HisQ-HisP-HisM-ArgT,AstA,ArgA,ArgF,ArtJ-ArtQ-ArtM-ArtP,ArgH,ArgB,	6	*re104,*re93,*re112,*re40,re43,re45,re47,re48,re72,re70,re68,re56,re54,re52,re50,re92,re79,re76,re74,re80,re81,re63,*re103,*re89,*	24	4	0.6
ArsR	2	ArsB,ArsC,	2	ArsB,ArsC,	2	*re5,*re6,re8,*	3	2	0.7
AscG	2	AscB,AscF,	2	AscF,AscB,	1	*re10,re11,re12,re8,re7,*	5	3	1.0
AtoC	3	AtoB,AtoA-AtoD,AtoE,	3	AtoE,AtoA-AtoD,AtoB,	1	*re12,re7,re9,*	3	1	1.0
BaeR	2	AcrD-AcrA-TolC,TolC-MdtC-MdtB-MdtA,	0		3	*re17,*re11,*re16,*	3	3	0.0
BasR	3	CsgE-CsgG,DgkA,PutA,	1	PutA,	3	*re22,*re26,re33,re27,*re17,*	4	1	0.2
BirA	5	BioA,BioC,BioF,BioD,BioB,	5	BioA,BioC,BioF,BioD,BioB,	1	*re10,re11,re13,re19,re7,re15,re17,re18,re9,*	8	0	1.0
BluR	0		0		0	*	0	0	-0.0
BtsR	1	BtsT,	0		1	*re3,*	1	1	0.0
CadC	3	LdcI,CadA,CadB,	3	LdcI,CadA,CadB,	1	*re4,re7,re8,*	3	2	1.0
CaiF	5	CaiA,CaiD,CaiB,CaiT,CaiC,	5	CaiT,CaiC,CaiA,CaiB,CaiD,	1	*re12,re14,re16,re18,re21,*	5	1	1.0
Cbl	5	SsuA-SsuC-SsuB,SsuD,TauA-TauC-TauB,TauD,SsuE,	4	TauD,SsuE,TauA-TauC-TauB,SsuD,	2	*re12,*re16,re17,re18,re19,re21,re28,re24,*	8	2	0.7
CecR	1	YbhS-YbhR-YbhF,	0		1	*re9,*	1	1	0.0
ChbR	3	ChbA-ChbC-ChbB,ChbF,ChbG,	3	ChbF,ChbA-ChbC-ChbB,ChbG,	1	*re10,re15,re9,re17,re14,re18,*	6	2	1.0
ComR	0		0		0	*	0	0	-0.0
CpxR	15	PpiA,DgcZ,LdtD,AroG,CsgE-CsgG,TolC-MdtC-MdtB-MdtA,Ung,Slt,SrkA,OmpC,LdtC,OmpF,DegP,Dsf,AcrD-AcrA-TolC,	2	LdtD,LdtC,	54	*re116,*re158,*re115,*re120,*re114,*re126,*re134,*re136,*re54,*re135,*re122,*re140,*re131,*re111,*re113,*re138,*re159,*re101,*re102,*re142,*re127,*re128,*re84,*re117,*re143,*re112,*re139,*re125,*re153,*re90,re91,re92,re94,re95,*re144,*re119,*re162,*re149,*re80,*re132,*re82,*re121,*re75,*re157,*re130,*re166,*re56,*re137,*re146,*re133,*re147,*re118,*re148,*re129,*re124,*re123,*re141,*re145,*	58	43	0.0
