# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Fri Jun  1 12:56:17 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/connectivity/real_complex/GUs_SRs/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
AccB_FadR	2	AccC,AccD-AccA-AccC-AccB,	2	AccC,AccD-AccA-AccC-AccB,	1	*re5,re7,*	2	0	1.0
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	0		0		0	*	0	0	-0.0
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	0		0		0	*	0	0	-0.0
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	2	AcrD-AcrA-TolC,AcrA-TolC-AcrB,	0		2	*re7,*re5,*	2	2	0.0
AcrR_FNR_Fur_SoxR	0		0		0	*	0	0	-0.0
AcrR_FNR_Fur_SoxR_SoxS	0		0		0	*	0	0	-0.0
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	0		0		0	*	0	0	-0.0
Ada_AidB_Lrp	1	AidB,	0		1	*re3,*	1	0	0.0
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	1	GadA,	0		1	*re3,*	1	0	0.0
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	0		0		0	*	0	0	-0.0
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	0		0		0	*	0	0	-0.0
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	2	GadB,GadC,	2	GadB,GadC,	1	*re4,re6,*	2	1	1.0
AdiY_H-NS_IHF	1	AdiA,	0		1	*re3,*	1	0	0.0
AgaR_CRP	1	KbaY-KbaZ,	0		1	*re11,*	1	0	0.0
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	0		0		0	*	0	0	-0.0
AppY_ArcA_YdeO	2	AppC-AppB,AppA,	0		3	*re7,*re6,*re10,*	3	1	0.0
AraC_CRP	5	AraE,AraA,AraD,AraG-AraH-AraF,AraB,	5	AraE,AraA,AraD,AraG-AraH-AraF,AraB,	1	*re11,re13,re15,re17,*	4	1	1.0
AraC_CRP_XylR	2	XylB,XylA,	2	XylB,XylA,	2	*re6,re8,*re9,*	3	0	0.7
AraC_NagC	0		0		0	*	0	0	-0.0
ArcA_BetI_Cra	3	BetB,BetA,BetT,	3	BetB,BetA,BetT,	1	*re11,re6,re8,*	3	1	1.0
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	2	CadA,CadB,	2	CadA,CadB,	1	*re4,re6,re7,*	3	2	1.0
ArcA_Cra	1	Icd,	1	Icd,	1	*re3,re4,re5,*	3	0	1.0
ArcA_Cra_FNR_H-NS_HypT	1	CydA-CydB-CydX,	0		1	*re5,*	1	1	0.0
ArcA_CRP_CaiF_FNR_H-NS	5	CaiA,CaiD,CaiB,CaiT,CaiC,	5	CaiA,CaiD,CaiB,CaiT,CaiC,	1	*re10,re12,re14,re8,re17,*	5	1	1.0
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	2	CyoD-CyoA-CyoB-CyoC,CyoE,	0		2	*re13,*re8,*	2	1	0.0
ArcA_CRP_Cra_Fis	1	AcnB,	1	AcnB,	2	*re5,*re3,re4,re6,*	3	0	0.5
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	4	Lpd,Lpd-GcvP-GcvH-GcvT,SucA-SucB-Lpd,AceE-AceF-Lpd,	4	Lpd,Lpd-GcvP-GcvH-GcvT,SucA-SucB-Lpd,AceE-AceF-Lpd,	2	*re3,*re10,re16,re12,re13,re14,re4,re17,re18,re19,re5,re8,re9,re6,*	13	0	0.8
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	1	AcnA,	1	AcnA,	1	*re3,re4,re5,*	2	0	1.0
ArcA_CRP_Cra_FNR_NsrR_PdhR	3	AceF,AceE,AceE-AceF-Lpd,	3	AceF,AceE,AceE-AceF-Lpd,	1	*re10,re4,re5,re6,re9,re8,*	6	0	1.0
ArcA_CRP_Cra_IHF_IclR	3	AceB,AceK,AceA,	3	AceK,AceB,AceA,	2	*re5,re11,re7,*re10,re9,*	4	0	0.8
ArcA_CRP_DcuR	1	DctA,	0		6	*re7,*re6,*re5,*re3,*re4,*re8,*	6	6	0.0
ArcA_CRP_DcuR_DpiA_FNR_NarL	0		0		0	*	0	0	-0.0
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	1	FumB,	0		2	*re3,*re4,*	2	0	0.0
ArcA_CRP_DnaA_FNR	1	AldA,	0		2	*re3,*re4,*	2	0	0.0
ArcA_CRP_DpiA_FlhDC	1	Mdh,	0		1	*re3,*	1	0	0.0
ArcA_CRP_DpiA_FNR_NarL	3	CitX,CitG,CitC,	3	CitX,CitG,CitC,	1	*re14,re16,re8,*	3	0	1.0
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	0		0		0	*	0	0	-0.0
ArcA_CRP_FadR	1	FadD,	0		1	*re4,*	1	0	0.0
ArcA_CRP_FadR_HipB	1	FadH,	0		1	*re3,*	1	0	0.0
ArcA_CRP_FadR_OmpR_PhoP	1	FadL,	0		1	*re3,*	1	1	0.0
ArcA_CRP_Fis_Mlc_SoxS	1	PtsG-Crr,	1	PtsG-Crr,	1	*re4,re5,*	2	2	1.0
