# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Sat Nov 24 19:42:50 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/strict_regulons//complete_gus/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
AcrR_neg	2	AcrA-TolC-AcrB,AcrD-AcrA-TolC,	0		6	*re18,*re14,*re20,*re16,*re19,*re17,*	6	6	0.0
Ada_neg	2	AlkB,Ada,	2	AlkB,Ada,	2	*re10,re11,re12,re13,re8,re9,*re4,re5,re6,*	9	0	0.7
Ada_pos	4	AlkB,Ada,AidB,AlkA,	2	AlkB,Ada,	4	*re12,*re6,re7,re8,*re10,*re14,re15,re16,re17,re18,re19,*	11	0	0.3
AdiY_pos	4	AdiA,GadB,GadA,GadC,	4	GadA,GadB,GadC,AdiA,	1	*re10,re12,re15,*	3	1	1.0
AgaR_neg	1	KbaY-KbaZ,	0		1	*re25,*	1	0	0.0
AidB_neg	1	AidB,	0		1	*re3,*	1	0	0.0
AlaS_neg	1	AlaS,	0		1	*re3,*	1	0	0.0
AllR_neg	6	GlxR,Hyi,GlxK,AllB,Gcl,AllA,	6	Gcl,AllA,GlxR,Hyi,GlxK,AllB,	1	*re11,re16,re20,re18,re22,re25,re13,*	6	0	1.0
AllS_pos	3	AllE,AllD,AllC,	3	AllC,AllD,AllE,	1	*re5,re9,re7,*	3	0	1.0
AlsR_neg	3	RpiB,AlsA-AlsC-AlsB,AlsE,	2	AlsE,RpiB,	3	*re17,*re13,re16,*re9,*	4	1	0.4
AppY_pos	2	AppC-AppB,AppA,	1	AppA,	3	*re20,*re12,*re13,re14,re15,re16,re17,*	7	1	0.2
AraC_neg	5	AraB,AraD,XylB,XylA,AraA,	5	AraD,AraB,XylA,AraA,XylB,	2	*re20,*re10,re12,re15,re19,re17,*	6	0	0.8
AraC_pos	6	AraD,AraB,AraA,YgeA,AraE,AraG-AraH-AraF,	5	AraD,AraB,AraA,AraE,AraG-AraH-AraF,	2	*re26,*re12,re14,re17,re19,*	5	1	0.7
