# From /Users/Daniela/Documents/CCG/data_sets_GUs/analysis/scripts/connectivity_from_gufiles_permissive_enx_v1.pl on Fri Nov 23 12:16:06 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/v22/connectivity/pathways//complete_gus/
GU name	Total enzymes	Enzymes	Total connected enzymes	Connected enzymes	Total components	Components	Total Enzymatic reactions	Total transport reactions	Connectivity
1CMET2-PWY	14	FolA,SucA-SucB-Lpd,AceE-AceF-Lpd,MetH,MetF,GcvT,ThyA,Lpd-GcvP-GcvH-GcvT,FolM,FolD,GlyA,GcvP,Lpd,Fau,	14	FolA,AceE-AceF-Lpd,SucA-SucB-Lpd,MetH,MetF,GcvT,FolD,GlyA,GcvP,Lpd,Fau,ThyA,Lpd-GcvP-GcvH-GcvT,FolM,	4	*re29,*re14,re22,re20,re35,re31,re32,re28,re33,re39,re36,re26,re37,re47,re18,re46,re50,re49,re52,re53,re55,re40,re27,re41,re56,re51,re23,*re25,*re16,*	28	0	0.8
2PHENDEG-PWY	2	FeaB,TynA,	2	FeaB,TynA,	1	*re4,re5,re6,re7,re9,*	5	0	1.0
4AMINOBUTMETAB-PWY	4	GabT,PuuE,GabD,Sad,	4	GabD,Sad,PuuE,GabT,	1	*re6,re8,re9,*	3	0	1.0
ACETATEUTIL-PWY	5	Acs,EutD,PurT,AckA,Pta,	5	AckA,Pta,EutD,PurT,Acs,	2	*re10,re15,re16,re11,re8,re7,*re13,*	7	0	0.8
ACETOACETATE-DEG-PWY	3	AtoA-AtoD,AtoB,YdiF,	3	AtoA-AtoD,YdiF,AtoB,	1	*re6,re9,*	2	0	1.0
ALADEG-PWY	3	DadX,DadA,Alr,	3	DadX,DadA,Alr,	1	*re5,re9,re8,*	3	0	1.0
ALANINE-SYN2-PWY	2	AlaA,AlaC,	0		1	*re4,*	1	0	0.0
ALANINE-VALINESYN-PWY	5	DadX,AvtA,Alr,IlvE,BCAT,	5	BCAT,IlvE,Alr,AvtA,DadX,	2	*re12,re15,re7,re6,re8,re9,*re16,*	7	0	0.8
ALKANEMONOX-PWY	2	SsuE,SsuD,	2	SsuE,SsuD,	1	*re4,re6,re7,re8,re9,*	5	0	1.0
ALL-CHORISMATE-PWY	59	MenI,MenF,MenC,FolC,PabB-PabA,UbiH,MenB,TrpA,TrpE-TrpD,UbiF,EntB,MenH,AroK,UbiE,YdiB,EntC,AspC,AroB,UbiG,AcpS,UbiI,FolM,TyrA,MenA,EntF,AroF,AcpT,TrpC,AroG,UbiD,PheA,FolE,AroC,AroD,AroA,UbiA,BCAT,NudB,EntE,MenE,IlvE,FolA,FolK,AroH,IspB,FolB,TrpD,FolP,MenD,UbiC,EntB-EntD-EntF-EntE,AroL,TrpA-TrpB,TrpB,AroE,PabC,TyrB,EntD,EntA,	59	AroA,AroD,AroC,UbiA,FolE,IlvE,FolA,MenE,EntE,NudB,BCAT,UbiC,MenD,FolB,IspB,FolP,TrpD,AroH,FolK,TyrB,EntA,EntD,PabC,AroE,TrpB,AroL,TrpA-TrpB,EntB-EntD-EntF-EntE,MenB,UbiH,PabB-PabA,FolC,MenC,MenF,MenI,AspC,EntC,YdiB,AroK,UbiE,MenH,EntB,UbiF,TrpE-TrpD,TrpA,MenA,FolM,TyrA,UbiI,AcpS,UbiG,AroB,PheA,UbiD,TrpC,AroG,AcpT,AroF,EntF,	1	*re100,re102,re135,re105,re106,re107,re137,re136,re128,re143,re144,re131,re130,re141,re138,re139,re140,re194,re146,re148,re155,re153,re110,re111,re112,re113,re116,re117,re119,re120,re121,re168,re169,re170,re171,re166,re161,re124,re123,re126,re70,re68,re61,re164,re163,re65,re63,re66,re72,re182,re183,re74,re185,re197,re198,re59,re150,re188,re191,re196,re82,re84,re78,re76,re91,re89,re86,re93,re94,re96,re97,re159,re157,re177,re179,re180,re175,re173,*	76	0	1.0
AMMASSIM-PWY	1	GlnA,	0		1	*re5,*	1	0	0.0
ARABCAT-PWY	3	AraD,AraB,AraA,	3	AraD,AraB,AraA,	1	*re5,re9,re7,*	3	0	1.0
ARG+POLYAMINE-SYN	24	NAGS,ArgE,LDC2,LdcI,AstC,SpeA,ArgB,CadA,SpeB,SpeE,ArgC,ArgA,ArgI,ArgD,AdiA,LdcC,GabT,SpeF,CarB-CarA,ArgH,SpeD-SpeD,ArgF,ArgG,SpeC,	24	SpeF,CarB-CarA,AdiA,LdcC,GabT,ArgI,ArgD,ArgG,SpeC,ArgH,SpeD-SpeD,ArgF,AstC,LdcI,NAGS,ArgE,LDC2,ArgA,SpeE,ArgC,ArgB,CadA,SpeB,SpeA,	1	*re24,re27,re29,re33,re35,re36,re38,re71,re72,re47,re43,re45,re51,re52,re53,re56,re59,re61,re63,re64,re66,re68,re70,*	21	0	1.0
ARGDEG-PWY	12	PuuC,PatD,PatA,AdiA,GabT,SpeB,PuuB,PuuA,PuuD,GabD,Sad,PuuE,	12	SpeB,PuuA,PuuB,PuuD,GabD,Sad,PuuE,PuuC,PatD,AdiA,GabT,PatA,	2	*re14,re16,re30,re17,re23,re21,re19,re27,re25,re38,re37,re31,re36,*re18,*	13	0	0.9
ARGSYN-PWY	12	ArgE,NAGS,ArgB,ArgA,ArgC,ArgI,ArgD,CarB-CarA,GabT,ArgF,ArgH,ArgG,	12	ArgG,ArgH,ArgF,GabT,CarB-CarA,ArgI,ArgD,ArgC,ArgA,ArgB,NAGS,ArgE,	1	*re14,re16,re18,re22,re23,re24,re27,re30,re32,re34,re35,re37,re39,*	13	0	1.0
ARO-PWY	11	AroG,AroF,AroB,YdiB,AroK,AroE,AroL,AroH,AroC,AroD,AroA,	11	AroL,AroE,AroH,AroD,AroC,AroA,AroF,AroG,AroB,AroK,YdiB,	1	*re13,re15,re21,re19,re23,re26,re28,re30,re31,*	9	0	1.0
ASPARAGINE-BIOSYNTHESIS	1	AsnB,	1	AsnB,	1	*re3,re4,re5,*	3	0	1.0
ASPARAGINE-DEG1-PWY	5	IaaA-IaaA,AsnII,AnsI,AnsA,AnsB,	5	AnsI,AnsB,AnsA,IaaA-IaaA,AsnII,	1	*re11,re5,*	2	0	1.0
ASPARAGINESYN-PWY	2	AsnA,AsnB,	2	AsnA,AsnB,	1	*re4,re5,re6,*	3	0	1.0
ASPARTATESYN-PWY	1	AspC,	1	AspC,	1	*re3,re4,re5,re6,re7,*	5	0	1.0
ASPASN-PWY	9	AnsI,AsnB,AnsB,AnsA,AsnA,AspC,IaaA-IaaA,AsnII,AspA,	9	AspC,AsnA,AnsA,AnsB,AnsI,AsnB,AspA,AsnII,IaaA-IaaA,	1	*re11,re12,re13,re14,re15,re17,re18,re19,re22,re28,re9,*	11	0	1.0
AST-PWY	5	AstD,AstB,AstE,AstC,AstA,	5	AstD,AstB,AstE,AstC,AstA,	1	*re11,re12,re16,re14,re9,re7,*	6	0	1.0
BETSYN-PWY	2	BetA,BetB,	2	BetA,BetB,	1	*re4,re5,re6,re8,*	4	0	1.0
BGALACT-PWY	1	LacZ,	1	LacZ,	1	*re3,re4,re5,re6,*	4	0	1.0
BIOTIN-BIOSYNTHESIS-PWY	13	BioD,BioH,FabG,FabI,EntB-EntD-EntF-EntE,KASI,BioB,EntB,BioC,FabZ,BioF,BioA,FabB,	13	FabB,BioA,FabZ,BioF,BioC,EntB,BioB,KASI,FabI,FabG,EntB-EntD-EntF-EntE,BioD,BioH,	3	*re100,re101,re96,re97,re106,re98,re99,re94,*re15,re41,re52,re75,re19,re102,re18,re20,re21,re22,re23,re24,re25,re26,re27,re28,re29,re30,re103,re31,re33,re38,re45,re55,re58,re43,re63,re49,re71,re72,re77,re81,re82,re84,re86,re79,re105,re87,re88,re90,re37,re35,re56,re65,re44,re61,re69,re48,re59,re67,re47,re60,re68,re46,re62,re70,re40,re53,re73,re74,re54,re39,re104,re42,re51,re76,re36,re57,re66,*re16,*	73	0	0.9
BRANCHED-CHAIN-AA-SYN-PWY	14	DmlA,IlvD,IlvC,LeuA,IlvB-IlvN,TdcB,IlvO-IlvM,LeuC-LeuD,LeuB,TyrB,IlvI-IlvH,IlvA,IlvE,BCAT,	14	IlvA,IlvE,BCAT,LeuB,TyrB,IlvI-IlvH,IlvO-IlvM,LeuC-LeuD,DmlA,IlvD,TdcB,IlvB-IlvN,IlvC,LeuA,	3	*re21,*re18,re31,re28,re33,re32,re36,re39,re23,re24,re25,re26,re40,re37,re44,re49,re20,re48,re43,re57,re58,re59,re60,re63,re62,*re45,*	24	0	0.9
BSUBPOLYAMSYN-PWY	2	SpeE,SpeD-SpeD,	2	SpeE,SpeD-SpeD,	1	*re4,re5,re8,*	3	0	1.0
CARNMET-PWY	4	CaiA,CaiC,CaiB,CaiD,	4	CaiD,CaiB,CaiC,CaiA,	1	*re10,re12,re8,re6,*	4	0	1.0
COA-PWY	3	Dfp,CoaE,CoaD,	3	Dfp,CoaE,CoaD,	1	*re10,re5,re7,re9,*	4	0	1.0
COBALSYN-PWY	5	BtuR,CobT,CobC,CobU,CobS,	5	CobT,BtuR,CobS,CobU,CobC,	1	*re10,re18,re20,re17,re7,re8,re12,re13,re14,re15,*	10	0	1.0
COLANSYN-PWY	10	CpsG,Pgm,Fcl,Pgi,GalE,GalU,Ugd,ManA,CpsB,Gmd,	10	CpsG,Pgm,Fcl,GalE,Pgi,Ugd,GalU,ManA,Gmd,CpsB,	1	*re12,re14,re22,re20,re18,re16,re26,re24,re27,re28,re30,re32,*	12	0	1.0
COMPLETE-ARO-PWY	23	TrpA,TrpE-TrpD,AroK,AspC,YdiB,AroB,TyrA,AroF,TrpC,AroG,PheA,AroC,AroD,AroA,BCAT,IlvE,AroH,TrpD,AroL,TrpA-TrpB,AroE,TrpB,TyrB,	23	TyrA,AroB,PheA,AroG,TrpC,AroF,AspC,YdiB,AroK,TrpE-TrpD,TrpA,TrpD,AroH,TyrB,AroE,TrpB,TrpA-TrpB,AroL,AroC,AroD,AroA,IlvE,BCAT,	1	*re23,re25,re31,re29,re47,re49,re44,re43,re52,re53,re54,re71,re57,re58,re59,re60,re63,re64,re66,re67,re68,re73,re70,re33,re36,re38,re40,re41,*	28	0	1.0
CYANCAT-PWY	2	CynT,CynS,	2	CynS,CynT,	1	*re4,re6,re7,*	2	0	1.0
CYSTSYN-PWY	3	CysE,CysK,CysM,	3	CysM,CysK,CysE,	1	*re10,re8,re12,re5,re9,*	5	0	1.0
DAPLYSINESYN-PWY	10	DapB,DapF,LysC,DapA,LysA,DapD,SerC,ArgD,DapE,Asd,	10	DapB,LysC,DapF,SerC,DapD,LysA,DapA,Asd,DapE,ArgD,	1	*re12,re14,re16,re19,re18,re21,re22,re24,re32,re26,re28,re30,*	12	0	1.0
DARABCATK12-PWY	4	FucI,FucK,AldA,FucA,	4	FucI,AldA,FucA,FucK,	1	*re10,re13,re12,re15,re9,re6,re16,re7,*	8	0	1.0
