#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0090//b3449//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2107//b0368//b3509//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3437//b0757//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0758//b1037//
AcrR_FNR_Fur_SoxR	b3212//
AcrR_FNR_Fur_SoxR_SoxS	b1590//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3236//
Ada_AidB_Lrp	b2507//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2675//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b2235//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0573//b2309//b0036//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3769//b4151//
AdiY_H-NS_IHF	b3038//
AgaR_CRP	b3604//b3236//b3759//b3480//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2508//b0937//b4354//b2903//b1532//b1564//
AppY_ArcA_YdeO	b0619//b2993//b0181//b2722//
AraC_CRP	b1301//b2221//b1670//b2159//b0348//b0077//b2422//b2707//b2215//
AraC_CRP_XylR	b1615//b1819//b2783//
AraC_NagC	b0342//b2095//
ArcA_BetI_Cra	b3908//b3324//b4069//b4319//
ArcA_CRP_CaiF_FNR_H-NS	b1009//b4009//b1061//b2757//b0096//b2215//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4289//b3161//b3311//b4131//b3907//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1507//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1226//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3770//b2903//
ArcA_CRP_Cra_Fis	b2156//
ArcA_CRP_Cra_IHF_IclR	b2905//b1591//b2288//
ArcA_CRP_DcuR	b3214//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b2802//b2078//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2423//
ArcA_CRP_DnaA_FNR	b3256//
ArcA_CRP_DpiA_FNR_NarL	b0048//b0782//b4322//b2076//b2996//b2762//
ArcA_CRP_DpiA_FlhDC	b2573//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2904//b3132//
ArcA_CRP_FNR	b2707//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1006//b0344//b1501//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1682//
ArcA_CRP_FNR_Fis_IHF_NarL	b3452//
ArcA_CRP_FNR_Fur	b2423//b1022//b1247//b2675//
ArcA_CRP_FNR_Fur_IHF	b0602//b4396//b3970//b2204//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1246//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b4195//
ArcA_CRP_FNR_IHF_NarL	b0928//
ArcA_CRP_FNR_NarL	b1900//
ArcA_CRP_FadR	b4027//b3094//
ArcA_CRP_FadR_HipB	b1335//
ArcA_CRP_FadR_OmpR_PhoP	b4122//
ArcA_CRP_Fis_Mlc_SoxS	b2155//
ArcA_CRP_Fis_XylR	b1243//
ArcA_CRP_Fur_GadX_MqsA	b0315//
ArcA_CRP_GatR	b2282//b3750//b0903//b3461//b3225//b1300//
ArcA_CRP_GlpR	b2673//
ArcA_CRP_IHF	b1564//
ArcA_CRP_PuuR	b3118//b3615//b0676//sroD//b1244//
ArcA_CRP_RhaS	b1735//
ArcA_CRP_TreR	b3092//b1024//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b2416//b4123//
ArcA_Cra	b2805//
ArcA_Cra_FNR_H-NS_HypT	b0429//b1891//
ArcA_CysB_FNR	b3127//
ArcA_FNR	b0201//b2231//b4240//b2927//b0754//b0886//b3426//b0724//b4268//b2710//b2242//b3124//b2093//b3213//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b3600//
ArcA_FNR_Fis_IHF_NarL	b4010//b4441//b4010//b0161//b0451//b3491//b0596//b1212//b3081//b0038//b3171//b4237//b3357//
ArcA_FNR_Fur_IHF	b2488//
ArcA_FNR_IHF	b0086//b4003//b3702//
ArcA_FNR_IHF_NarL	b3164//b2482//
ArcA_FNR_NarL	b3357//b4310//b0758//b1669//
ArcA_FNR_PhoP	b0428//
ArcA_FNR_PuuR	b0783//b4476//
ArcA_FadR	b3727//b1227//b1012//
ArcA_FadR_Fis	b0998//b0762//
ArcA_Fur_Lrp_ModE	b2017//b3161//b4117//b2091//b3748//
ArcA_GlcC_IHF_PdhR	b0592//b4592//b3700//b3036//b0895//b3260//
ArcA_LexA	b3091//b3077//
ArcA_LldR	b2997//b4072//b1300//
ArcA_NarL	b0564//b0349//b3576//b2589//b0178//b0570//b1307//b0727//
ArcA_NtrC_PhoP_RutR	b2703//b3450//b3513//b2075//b1243//b0451//b2996//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b1247//b2579//b1211//
ArgP_CRP_FNR_Fur_Nac	b0722//
ArgP_DnaA	b0112//b0681//b1061//
ArgP_Lrp	b3495//b3214//
ArgP_LysR	b2841//
ArgP_PhoB	b4026//
ArgR_CRP	b4151//
ArgR_CRP_Fis	b4029//b0083//b2490//b2571//b3518//b1389//b1658//b1493//
ArgR_Fis_IHF_PepA_PurR_RutR	b0089//b0440//
ArgR_H-NS_NtrC	b0091//b4028//b3752//b2508//
ArgR_NtrC	b2903//b4288//b1939//b0783//b0852//
ArgR_PhoP	b3082//
AscG_CRP	b2732//b1387//b1384//
AscG_CRP_PhoB_PrpR	b2094//
AsnC_MraZ_Nac	b0205//
AsnC_Nac	b3167//b3942//
AtoC_IHF	b1276//b2079//b2429//b2482//
BaeR_CpxR	b4034//b0331//b2156//b1745//b0553//b3510//b0594//
BaeR_CpxR_EvgA	b0314//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b1298//b1244//b1160//b2242//
BasR_CpxR_PdhR	b0998//b0873//
BasR_Fis	b0093//
BasR_H-NS_IHF_NagC_NanR	b3165//
BasR_MarA_PutA	b1617//
BasR_PhoP	b0605//
BasR_QseB	b0343//b0351//
CRP_CaiF_FNR	b4009//b2370//b1275//b3325//
CRP_ChbR_NagC	b3256//b4324//b0032//b3365//b4004//b2552//
