"Names"	"RegulonSize"	"SpearmanCorrelationMean"	"SpearmanCorrelationMedian"
"AccB_FadR"	2	0.677240613422836	0.677240613422836
"AcrR"	1	1	1
"AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS"	3	0.531972519321358	0.489103488915009
"AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ"	2	0.694988600664927	0.694988600664927
"AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS"	2	0.374756834312524	0.374756834312524
"AcrR_FNR_Fur_SoxR"	1	1	1
"AcrR_FNR_Fur_SoxR_SoxS"	1	1	1
"Ada"	3	0.212291020161248	0.214806235173394
"Ada_AidB_Lrp"	1	1	1
"AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR"	1	1	1
"AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR"	1	1	1
"AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac"	3	0.323620008146202	0.144891943839168
"AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB"	2	0.7727447453211	0.7727447453211
"AdiY_H-NS_IHF"	1	1	1
"AgaR"	7	0.214291088011407	0.235002476839196
"AgaR_CRP"	4	0.341602183219257	0.356936040842749
"AlaS"	1	1	1
"AllR"	9	0.191962875468097	0.184401495021666
"AllS"	3	0.257597564043294	0.298816636782892
"AlsR"	6	0.29981202568103	0.325304987940908
"AppY_ArcA_Fis_IscR_NarL_NarP_YdeO"	6	0.537530342600737	0.53405942634117
"AppY_ArcA_YdeO"	4	0.709177729216193	0.700438452477838
"AraC_CRP"	9	0.189803365734982	0.154382289765705
"AraC_CRP_XylR"	3	0.294586081708877	0.209843330966986
"AraC_NagC"	2	0.364589066282196	0.364589066282196
"ArcA"	1	1	1
"ArcA_BetI_Cra"	4	0.456906720801227	0.428388492925885
"ArcA_CRP_CaiF_FNR_H-NS"	6	0.204166854676048	0.22912088594192
"ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW"	5	0.721026572317718	0.707235272762134
"ArcA_CRP_Cra_FNR_Fis_Fur_PdhR"	1	1	1
"ArcA_CRP_Cra_FNR_MarA_Rob_SoxS"	1	1	1
"ArcA_CRP_Cra_FNR_NsrR_PdhR"	2	0.772135731342068	0.772135731342068
