"Names"	"RegulonSize"	"SpearmanCorrelationMean"	"SpearmanCorrelationMedian"
"AccB_neg"	2	0.677240613422836	0.677240613422836
"AcrR_neg"	10	0.145207119675659	0.0998886071225479
"Ada_neg"	2	0.340613804535941	0.340613804535941
"Ada_pos"	4	0.192711789673249	0.20010475854647
"AdiY_pos"	8	0.235509839350569	0.15027983378276
"AgaR_neg"	11	0.210688909992436	0.225978264154009
"AidB_neg"	1	1	1
"AlaS_neg"	1	1	1
"AllR_neg"	9	0.191962875468097	0.184401495021666
"AllS_pos"	3	0.257597564043294	0.298816636782892
"AlsR_neg"	6	0.29981202568103	0.325304987940908
"AppY_pos"	10	0.685158507405815	0.695953457541453
"AraC_neg"	8	0.204101929508524	0.177582449309615
"AraC_pos"	10	0.183091500776611	0.158860205022805
"ArgP_neg"	1	1	1
"ArgP_pos"	13	0.140316720312519	0.092279236563547
"ArgR_neg"	32	0.184449270693711	0.148085847410775
"ArgR_pos"	5	0.559055113260551	0.540098820094315
"ArsR_neg"	3	0.225303563794983	0.176339198047336
"AscG_neg"	5	0.0623468078505945	0.056105976011515
"AsnC_neg"	3	0.259487400361659	0.185140778415706
"AsnC_pos"	1	1	1
"AtoC_pos"	4	0.268424497807519	0.27023262248327
"BaeR_pos"	8	0.15341809651784	0.146905975843657
"BasR_neg"	2	0.00891124279849291	0.00891124279849291
"BasR_pos"	11	0.125156006309673	0.0546454410967306
"BetI_neg"	4	0.456906720801227	0.428388492925885
"BirA_neg"	5	0.511666559900828	0.514336899112241
"BluR_neg"	4	0.5543551912826	0.56854247364051
"BolA_neg"	2	0.208911035958259	0.208911035958259
"BolA_pos"	2	0.208911035958259	0.208911035958259
"CadC_pos"	3	0.345415036445749	0.28189652195129
"CaiF_pos"	10	0.221866889138339	0.224655657094094
"Cbl_pos"	9	0.228209883022478	0.193960374958592
"CdaR_pos"	9	0.306356965090356	0.308470773139265
"CecR_neg"	5	0.341188753652191	0.349561988385073
"ChbR_neg"	6	0.205436057298039	0.203278653829294
"ChbR_pos"	6	0.205436057298039	0.203278653829294
"ComR_neg"	1	1	1
"CpxR_neg"	21	0.132473480127675	0.0809818609492375
"CpxR_pos"	44	0.10249842589429	0.0803538831010045
"Cra_neg"	58	0.144469893428476	0.108405109245405
"Cra_pos"	23	0.133796459151633	0.0917674131172865
"CreB_neg"	3	0.641149769534696	0.642137294628626
"CreB_pos"	2	0.00864954513110509	0.00864954513110509
"CsgD_neg"	15	0.286088588498772	0.316908276278311
"CsgD_pos"	13	0.214606809759889	0.192816313466999
"CsiR_neg"	5	0.601175017714718	0.615852447518553
"CspA_pos"	2	0.157969448159757	0.157969448159757
"CueR_neg"	5	0.528969980224747	0.54224288089589
"CueR_pos"	2	0.388001606304872	0.388001606304872
"CusR_pos"	12	0.229708243390511	0.101991964093453
"CynR_neg"	1	1	1
"CynR_pos"	3	0.282146346780403	0.318434058078339
"CysB_neg"	7	0.13015742720923	0.0911558406116163
"CysB_pos"	25	0.254016708381994	0.176084506264034
"CytR_neg"	13	0.181893921327803	0.144569733807323
"Dan_pos"	4	0.194939289614307	0.19794760268333
"DcuR_pos"	9	0.273806241709968	0.185381803614099
"DeoR_neg"	6	0.312904377975539	0.336900279522103
"DhaR_neg"	1	1	1
"DhaR_pos"	3	0.693997281713794	0.668061823230405
"DicA_neg"	8	0.152479446896495	0.142226270252377
"DinJ-YafQ_neg"	3	0.19426415392227	0.120742754156734
"DnaA_neg"	11	0.20641274869801	0.159267525859793
"DnaA_pos"	7	0.208632521321741	0.119765834347231
"DpiA_neg"	1	1	1
"DpiA_pos"	10	0.175375215769549	0.094858088393303
"DsdC_neg"	1	1	1
"DsdC_pos"	2	0.395863116805484	0.395863116805484
"EbgR_neg"	2	0.351696853984997	0.351696853984997
"EnvR_neg"	2	0.374756834312524	0.374756834312524
"EnvY_pos"	2	0.0578818731441356	0.0578818731441356
"EvgA_pos"	17	0.141492707132316	0.105415566825779
"ExuR_neg"	9	0.235910316408304	0.207904853185311
"FabR_neg"	2	0.186896038447732	0.186896038447732
"FadR_neg"	10	0.283554056983892	0.271307628392782
"FadR_pos"	12	0.188803217342196	0.173961407413837
"FeaR_pos"	2	0.221235940741717	0.221235940741717
"FhlA_pos"	30	0.161267845875908	0.149283117978856
"FlhDC_neg"	4	0.476511068408171	0.478857176064677
"FlhDC_pos"	77	0.172931439334605	0.0797789795315179
"FliZ_neg"	20	0.25762201498447	0.198106073281122
"FucR_pos"	7	0.298753453719486	0.306719577561179
"Fur_neg"	113	0.169453573325749	0.131065388181895
"Fur_pos"	21	0.178058525385756	0.0892876216961693
"GadE-RcsB_pos"	9	0.254023492818706	0.187273038301462
"GadE_pos"	28	0.193179213694453	0.137305428773807
"GadW_neg"	10	0.579776029396772	0.564325193982401
"GadW_pos"	10	0.592105618863119	0.580772803700095
"GadX_neg"	6	0.307090150141238	0.180150635030466
"GadX_pos"	25	0.287322665587128	0.195954391444653
"GalR_neg"	10	0.228486277724349	0.185904388807342
"GalR_pos"	4	0.427574879694499	0.460505818235429
"GalS_neg"	10	0.228486277724349	0.185904388807342
"GalS_pos"	4	0.427574879694499	0.460505818235429
"GatR_neg"	6	0.676846035058753	0.680367902870003
"GcvA_neg"	4	0.400817219300545	0.400220856034036
"GcvA_pos"	3	0.737789072785844	0.719577235590972
"GlcC_neg"	1	1	1
"GlcC_pos"	6	0.478285581377927	0.474453865954823
"GlpR_neg"	9	0.420693405556123	0.423639753831925
"GlrR_pos"	4	0.388606492988318	0.373178867111538
"GntR_neg"	12	0.12207327426932	0.077575580572962
"GutM_pos"	7	0.476901606074765	0.482989547177749
"GutR_neg"	7	0.476901606074765	0.482989547177749
"HU_neg"	8	0.165751694105532	0.073077555396604
"HcaR_neg"	1	1	1
"HcaR_pos"	5	0.269172580027627	0.267729015340231
"HdfR_neg"	2	0.694988600664927	0.694988600664927
"HdfR_pos"	3	0.323620008146202	0.144891943839168
"HigA_neg"	2	0.377544359818274	0.377544359818274
"HigB-HigA_neg"	2	0.377544359818274	0.377544359818274
"HipAB_neg"	5	0.219499602016783	0.127677940925674
"HipB_neg"	6	0.16938350695134	0.110204249714125
"HyfR_pos"	12	0.181017312384017	0.173562218656598
"HypT_neg"	5	0.485272051225896	0.480339951152642
"HypT_pos"	8	0.183748624710375	0.0519905136973548
"IclR_neg"	4	0.311788674352488	0.287778364801711
"IdnR_neg"	2	0.450618393597975	0.450618393597975
"IdnR_pos"	5	0.279443782610241	0.290738037794814
"IlvY_neg"	1	1	1
"IlvY_pos"	1	1	1
"IscR_neg"	21	0.178598820052559	0.0989300376651001
"IscR_pos"	11	0.435343800875459	0.356312004926821
"KdgR_neg"	2	0.246175101518784	0.246175101518784
"KdpE_pos"	4	0.206528800457538	0.135732826512598
"LacI_neg"	3	0.449122195724389	0.446950464150116
"LeuO_neg"	2	0.0530706129150227	0.0530706129150227
"LeuO_pos"	18	0.130866851981954	0.080809478358593
"LexA_neg"	58	0.162904966246158	0.126044410699821
"LldR_neg"	3	0.609355344428282	0.599548263704284
"LldR_pos"	3	0.609355344428282	0.599548263704284
"LrhA_neg"	2	0.694988600664927	0.694988600664927
"LrhA_pos"	2	0.114117627896413	0.114117627896413
"LsrR_neg"	9	0.392736364665565	0.39634106574232
"LysR_neg"	1	1	1
"LysR_pos"	1	1	1
"MalI_neg"	3	0.219271161347517	0.166842986073231
"MalT_pos"	10	0.46799955229815	0.513931379800672
"MarA_neg"	7	0.313687144573128	0.201382425233093
"MarA_pos"	29	0.116104217990363	0.0913416595526087
"MarR_neg"	3	0.531972519321358	0.489103488915009
"MatA_neg"	6	0.339366507298235	0.294523570980043
"MatA_pos"	2	0.204761189607985	0.204761189607985
"MazE-MazF_neg"	3	0.429572253283199	0.411285858419092
"MazE_neg"	3	0.429572253283199	0.411285858419092
"McbR_neg"	1	1	1
"McbR_pos"	3	0.556296782717802	0.582893617585298
"MelR_neg"	3	0.357088237086787	0.293545110597403
"MelR_pos"	3	0.357088237086787	0.293545110597403
"MetJ_neg"	15	0.248020020373619	0.239702835561539
"MetR_neg"	2	0.0316889897928542	0.0316889897928542
"MetR_pos"	4	0.160144571486337	0.132919568432974
"MhpR_pos"	6	0.284722099672521	0.271142840453146
"Mlc_neg"	10	0.274341161064139	0.259572253733826
"MlrA_pos"	10	0.204648515853198	0.0967766806016489
"MngR_neg"	3	0.106334424508649	0.132244707917561
"MntR_neg"	3	0.173746902715565	0.170741097342301
"MntR_pos"	1	1	1
"ModE_neg"	15	0.176806964499243	0.0908514626518672
"ModE_pos"	31	0.169802463539985	0.120773380530508
"MprA_neg"	6	0.165057906655952	0.134120047848937
"MqsA_neg"	8	0.26700954572294	0.175843251092543
"MraZ_neg"	17	0.230125334377008	0.207577021510254
"MtlR_neg"	3	0.404898771772783	0.437731669960754
"MurR_neg"	3	0.269078790741709	0.222518569332227
"MurR_pos"	1	1	1
"Nac_neg"	9	0.15289994356047	0.0833656158188621
"Nac_pos"	12	0.254828506665847	0.201214932521728
"NadR_neg"	4	0.312701258203168	0.264113038484044
"NagC_neg"	33	0.0960876142887327	0.0662064138033588
"NagC_pos"	3	0.230529931750802	0.0862829956163398
"NanR_neg"	10	0.229546338639248	0.219626600484178
"NanR_pos"	1	1	1
"NarL_neg"	87	0.135696207332228	0.110574868575931
"NarL_pos"	43	0.142352641662342	0.0760033534586684
"NarP_neg"	33	0.153573798826875	0.100760775361785
"NarP_pos"	32	0.18741836562265	0.167731278589031
"NemR_neg"	3	0.227988480716074	0.257948377783849
"NhaR_pos"	7	0.139873052457537	0.100897119782706
"NikR_neg"	6	0.331680968283996	0.379021927284529
"NimR_neg"	2	0.13791780457803	0.13791780457803
"NorR_neg"	1	1	1
"NorR_pos"	2	0.274518931859081	0.274518931859081
"NrdR_neg"	9	0.21872416239433	0.0974090497640835
"NsrR_neg"	82	0.0921332557715561	0.0677292879176291
"NtrC_neg"	6	0.393488054667315	0.362402020368661
"NtrC_pos"	49	0.139550132309711	0.104927589591058
"OmpR_neg"	12	0.163044210794038	0.0996227674953755
"OmpR_pos"	7	0.227026358037232	0.0763626245885429
"OxyR_neg"	11	0.109197191965396	0.0588973227120876
"OxyR_pos"	21	0.176575103453188	0.103041303366369
"PaaX_neg"	14	0.276658564500469	0.268900125051669
"PdeL_pos"	1	1	1
"PdhR_neg"	36	0.153414149310478	0.0993412063096233
"PdhR_pos"	5	0.485272051225896	0.480339951152642
"PepA_neg"	3	0.252956824592737	0.0470584660905127
"PgrR_neg"	8	0.219771540532217	0.157205654061747
"PhoB_neg"	12	0.15300975381769	0.108283153079283
"PhoB_pos"	52	0.104593573699808	0.0698736073843365
"PhoP_neg"	11	0.0813034955603238	0.0418373482845159
"PhoP_pos"	45	0.152300423948758	0.107850369516221
"PrpR_neg"	1	1	1
"PrpR_pos"	4	0.471971761188059	0.449814411337574
"PspF_neg"	1	1	1
"PspF_pos"	6	0.411203010067109	0.341896871708777
"PurR_neg"	31	0.308870772820529	0.313656720941525
"PutA_neg"	2	0.387555654506597	0.387555654506597
"PuuR_neg"	7	0.431995259751606	0.397785141785152
"QseB_pos"	4	0.260546001531297	0.154414073989056
"RbsR_neg"	8	0.286525206682679	0.318307520941413
"RbsR_pos"	1	1	1
"RcdA_neg"	2	0.0123118202279474	0.0123118202279474
"RcdA_pos"	7	0.250031722716708	0.155733791824637
"RclR_pos"	3	0.228227553093931	0.133551452710728
"RcnR_neg"	3	0.150512633027434	0.157836258204171
"RcsAB_neg"	6	0.30994111293103	0.0691612160096425
"RcsAB_pos"	10	0.190133829062993	0.175156876001619
"RcsB-BglJ_pos"	15	0.101140988351384	0.073261955228831
"RcsB_neg"	2	0.546683341839792	0.546683341839792
"RcsB_pos"	21	0.205581712197039	0.135750283083909
"RelB-RelE_neg"	3	0.398616321716143	0.313535193003475
"RelB_neg"	3	0.398616321716143	0.313535193003475
"RhaR_pos"	2	0.361706901723111	0.361706901723111
"RhaS_pos"	6	0.292767029037657	0.276767296811083
"Rob_neg"	1	1	1
"Rob_pos"	23	0.124216287768647	0.100115453887893
"RstA_neg"	5	0.385430626255894	0.536240112278671
"RstA_pos"	5	0.344037168725913	0.435586974768662
"RtcR_pos"	2	0.303510067160247	0.303510067160247
"RutR_neg"	15	0.104103825023233	0.0558607327061932
"RutR_pos"	2	0.697852972473122	0.697852972473122
"SdiA_neg"	3	0.463245540632729	0.422772261463421
"SdiA_pos"	3	0.0830389023568867	0.113582326364407
"SgrR_neg"	4	0.250744625643443	0.222020725442349
"SgrR_pos"	3	0.0849211702029841	0.0694495476462709
"SlyA_pos"	1	1	1
"SoxR_neg"	1	1	1
"SoxR_pos"	2	0.160696627878218	0.160696627878218
"SoxS_neg"	2	0.115713523594845	0.115713523594845
"SoxS_pos"	36	0.141657632650289	0.114478025963233
"StpA_neg"	6	0.0944017551637168	0.0565731080885843
"SutR_neg"	5	0.14254606289469	0.0541973576330375
"SutR_pos"	1	1	1
"TdcA_pos"	7	0.386756374330085	0.391432634673683
"TdcR_pos"	7	0.386756374330085	0.391432634673683
"TorR_neg"	3	0.262005827803873	0.165130679954783
"TorR_pos"	9	0.162488398235719	0.0575152330525207
"TreR_neg"	2	0.677471296344311	0.677471296344311
"TrpR_neg"	12	0.206050398984342	0.147599086394565
"TyrR_neg"	10	0.137855991486555	0.115010292415673
"TyrR_pos"	3	0.051099432465301	0.0297054939576692
"UhpA_pos"	1	1	1
"UidR_neg"	4	0.234624877171008	0.228318301150603
"UlaR_neg"	7	0.281320460566235	0.270528030963436
"UvrY_pos"	3	0.066272689512128	0.0622244837153787
"UxuR_neg"	9	0.178991744824148	0.148171139831684
"XapR_pos"	2	0.0577012632373762	0.0577012632373762
"XylR_neg"	1	1	1
"XylR_pos"	6	0.297454755512156	0.272205796912385
"YdeO_neg"	2	0.248619996966368	0.248619996966368
"YdeO_pos"	18	0.548259509712659	0.556875525893755
"YedW_neg"	5	0.721026572317718	0.707235272762134
"YedW_pos"	7	0.249893370088369	0.264782902359906
"YefM-YoeB_neg"	2	0.481110208502746	0.481110208502746
"YefM_neg"	2	0.481110208502746	0.481110208502746
"YehT_pos"	1	1	1
"YeiL_pos"	1	1	1
"YiaJ_neg"	10	0.259693577446702	0.268720965449836
"YjjQ_neg"	10	0.128849195424137	0.0824347612494759
"YpdB_pos"	1	1	1
"YqhC_pos"	2	0.300505385074961	0.300505385074961
"YqjI_neg"	2	0.254504109892647	0.254504109892647
"ZntR_pos"	1	1	1
"ZraR_pos"	3	0.176094010530181	0.162719589940023
"Zur_neg"	6	0.382409896926304	0.333171002692317
