# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Tue Oct  2 20:24:35 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
GO_0031640_3	GO:0044364	5	5	5	1.00	disruption of cells of other organism
GO_0051883_4	GO:0044659	7	4	4	1.00	cytolysis by virus of host cell
GO_0051883_4	GO:0044661	7	4	4	1.00	disruption by virus of host cell
GO_0001907_5	GO:0044659	7	4	4	1.00	cytolysis by virus of host cell
GO_0001907_5	GO:0044661	7	4	4	1.00	disruption by virus of host cell
GO_0039633_6	GO:0044659	7	4	4	1.00	cytolysis by virus of host cell
GO_0039633_6	GO:0044661	7	4	4	1.00	disruption by virus of host cell
GO_0044659_7	GO:0044659	7	4	4	1.00	cytolysis by virus of host cell
GO_0044659_7	GO:0044661	7	4	4	1.00	disruption by virus of host cell
GO_0002252_3	GO:0006952	4	10	10	1.00	defense response
GO_0002252_3	GO:0009615	4	10	10	1.00	response to virus
GO_0002252_3	GO:0043207	4	10	10	1.00	response to external biotic stimulus
GO_0002252_3	GO:0051607	4	10	10	1.00	defense response to virus
GO_0002252_3	GO:0098542	4	10	10	1.00	defense response to other organism
GO_0051607_4	GO:0006952	4	10	10	1.00	defense response
GO_0051607_4	GO:0009615	4	10	10	1.00	response to virus
GO_0051607_4	GO:0043207	4	10	10	1.00	response to external biotic stimulus
GO_0051607_4	GO:0051607	4	10	10	1.00	defense response to virus
GO_0051607_4	GO:0098542	4	10	10	1.00	defense response to other organism
GO_0042445_3	GO:0032787	7	14	14	1.00	monocarboxylic acid metabolic process
GO_0042447_4	GO:0032787	7	13	13	1.00	monocarboxylic acid metabolic process
GO_0042447_4	GO:0072329	7	13	13	1.00	monocarboxylic acid catabolic process
GO_0009852_5	GO:0032787	7	13	13	1.00	monocarboxylic acid metabolic process
GO_0009852_5	GO:0072329	7	13	13	1.00	monocarboxylic acid catabolic process
GO_0010124_4	GO:0032787	7	13	13	1.00	monocarboxylic acid metabolic process
GO_0010124_4	GO:0072329	7	13	13	1.00	monocarboxylic acid catabolic process
GO_0009850_4	GO:0032787	7	13	13	1.00	monocarboxylic acid metabolic process
GO_0009850_4	GO:0072329	7	13	13	1.00	monocarboxylic acid catabolic process
GO_0042440_3	GO:0018130	5	14	14	1.00	heterocycle biosynthetic process
GO_0042440_3	GO:0019438	5	14	14	1.00	aromatic compound biosynthetic process
GO_0042440_3	GO:0044271	5	14	14	1.00	cellular nitrogen compound biosynthetic process
GO_0042440_3	GO:1901362	5	14	14	1.00	organic cyclic compound biosynthetic process
GO_0042440_3	GO:1901566	5	14	14	1.00	organonitrogen compound biosynthetic process
GO_0046148_4	GO:0018130	5	14	14	1.00	heterocycle biosynthetic process
GO_0046148_4	GO:0019438	5	14	14	1.00	aromatic compound biosynthetic process
GO_0046148_4	GO:0044271	5	14	14	1.00	cellular nitrogen compound biosynthetic process
GO_0046148_4	GO:1901362	5	14	14	1.00	organic cyclic compound biosynthetic process
GO_0046148_4	GO:1901566	5	14	14	1.00	organonitrogen compound biosynthetic process
GO_0009113_5	GO:0006144	6	5	5	1.00	purine nucleobase metabolic process
GO_0009113_5	GO:0046112	6	5	5	1.00	nucleobase biosynthetic process
GO_0009113_5	GO:0072522	6	5	5	1.00	purine-containing compound biosynthetic process
GO_0046101_6	GO:0046100	7	3	3	1.00	hypoxanthine metabolic process
GO_0046084_6	GO:0006168	7	2	2	1.00	adenine salvage
GO_0046084_6	GO:0046083	7	2	2	1.00	adenine metabolic process
GO_0006168_7	GO:0006168	7	2	2	1.00	adenine salvage
GO_0006168_7	GO:0046083	7	2	2	1.00	adenine metabolic process
GO_0043096_6	GO:0006144	6	3	3	1.00	purine nucleobase metabolic process
GO_0043096_6	GO:0043096	6	3	3	1.00	purine nucleobase salvage
GO_0043096_6	GO:0046112	6	3	3	1.00	nucleobase biosynthetic process
GO_0043096_6	GO:0072522	6	3	3	1.00	purine-containing compound biosynthetic process
GO_0006783_5	GO:0006779	6	9	9	1.00	porphyrin-containing compound biosynthetic process
GO_0006783_5	GO:0033014	6	9	9	1.00	tetrapyrrole biosynthetic process
GO_0042168_4	GO:0006779	6	9	9	1.00	porphyrin-containing compound biosynthetic process
GO_0042168_4	GO:0033014	6	9	9	1.00	tetrapyrrole biosynthetic process
GO_0055114_3	GO:0055114	3	192	192	1.00	oxidation-reduction process
GO_0034440_4	GO:0032787	7	20	20	1.00	monocarboxylic acid metabolic process
GO_0019395_5	GO:0032787	7	20	20	1.00	monocarboxylic acid metabolic process
GO_0006635_6	GO:0032787	7	17	17	1.00	monocarboxylic acid metabolic process
GO_0006635_6	GO:0072329	7	17	17	1.00	monocarboxylic acid catabolic process
GO_0033539_7	GO:0032787	7	3	3	1.00	monocarboxylic acid metabolic process
GO_0033539_7	GO:0033539	7	3	3	1.00	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO_0033539_7	GO:0072329	7	3	3	1.00	monocarboxylic acid catabolic process
GO_0033542_7	GO:0032787	7	2	2	1.00	monocarboxylic acid metabolic process
GO_0033542_7	GO:0033542	7	2	2	1.00	fatty acid beta-oxidation, unsaturated, even number
GO_0033542_7	GO:0072329	7	2	2	1.00	monocarboxylic acid catabolic process
GO_0015944_4	GO:0032787	7	7	7	1.00	monocarboxylic acid metabolic process
GO_0019419_4	GO:0006790	4	2	2	1.00	sulfur compound metabolic process
GO_0019419_4	GO:0019419	4	2	2	1.00	sulfate reduction
GO_0019516_4	GO:0032787	7	2	2	1.00	monocarboxylic acid metabolic process
GO_0006740_4	GO:0006739	8	2	2	1.00	NADP metabolic process
GO_0015980_4	GO:0006091	4	86	86	1.00	generation of precursor metabolites and energy
GO_0015980_4	GO:0015980	4	86	86	1.00	energy derivation by oxidation of organic compounds
GO_0006112_5	GO:0005977	6	8	8	1.00	glycogen metabolic process
GO_0006112_5	GO:0006073	6	8	8	1.00	cellular glucan metabolic process
GO_0006112_5	GO:0044042	6	8	8	1.00	glucan metabolic process
GO_0005977_6	GO:0005977	6	8	8	1.00	glycogen metabolic process
GO_0005977_6	GO:0006073	6	8	8	1.00	cellular glucan metabolic process
GO_0005977_6	GO:0044042	6	8	8	1.00	glucan metabolic process
GO_0005980_7	GO:0005980	7	3	3	1.00	glycogen catabolic process
GO_0005980_7	GO:0009251	7	3	3	1.00	glucan catabolic process
