# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Tue Oct  2 19:56:12 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/rcomplex_regulons.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
AccB_FadR	GO:0032787	7	2	2	1.00	monocarboxylic acid metabolic process
AccB_FadR	GO:0072330	7	2	2	1.00	monocarboxylic acid biosynthetic process
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	GO:1903507	9	2	2	1.00	negative regulation of nucleic acid-templated transcription
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	GO:0097659	7	2	2	1.00	nucleic acid-templated transcription
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	GO:0006855	6	2	2	1.00	drug transmembrane transport
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	GO:0006537	8	2	2	1.00	glutamate biosynthetic process
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	GO:0045852	10	2	2	1.00	pH elevation
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	GO:0051454	10	2	2	1.00	intracellular pH elevation
AgaR_CRP	GO:0008643	6	4	3	0.75	carbohydrate transport
AgaR_CRP	GO:0034219	6	4	3	0.75	carbohydrate transmembrane transport
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	GO:0044237	3	4	4	1.00	cellular metabolic process
AppY_ArcA_YdeO	GO:0044237	3	3	3	1.00	cellular metabolic process
AraC_CRP	GO:0015751	9	8	4	0.50	arabinose transmembrane transport
AraC_CRP_XylR	GO:0019323	6	3	3	1.00	pentose catabolic process
ArcA_BetI_Cra	GO:0006950	3	4	4	1.00	response to stress
ArcA_CRP_CaiF_FNR_H-NS	GO:0006577	5	4	3	0.75	amino-acid betaine metabolic process
ArcA_CRP_CaiF_FNR_H-NS	GO:0009437	5	4	3	0.75	carnitine metabolic process
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	GO:0045333	5	5	5	1.00	cellular respiration
ArcA_CRP_Cra_IHF_IclR	GO:0032787	7	3	3	1.00	monocarboxylic acid metabolic process
ArcA_CRP_DcuR_DpiA_FNR_NarL	GO:0000160	5	2	2	1.00	phosphorelay signal transduction system
ArcA_CRP_DpiA_FNR_NarL	GO:0044237	3	4	4	1.00	cellular metabolic process
ArcA_CRP_FNR_Fis_FlhDC_GlpR	GO:0006072	6	3	3	1.00	glycerol-3-phosphate metabolic process
ArcA_CRP_FNR_Fis_FlhDC_GlpR	GO:0009061	6	3	3	1.00	anaerobic respiration
ArcA_CRP_FNR_Fis_FlhDC_GlpR	GO:0046168	6	3	3	1.00	glycerol-3-phosphate catabolic process
ArcA_CRP_FNR_Fur	GO:0009060	6	4	4	1.00	aerobic respiration
ArcA_CRP_FNR_Fur_IHF	GO:0072350	7	4	4	1.00	tricarboxylic acid metabolic process
ArcA_CRP_GatR	GO:0009401	7	6	4	0.67	phosphoenolpyruvate-dependent sugar phosphotransferase system
ArcA_CRP_PuuR	GO:0034641	4	5	4	0.80	cellular nitrogen compound metabolic process
ArcA_CRP_TreR	GO:0044237	3	2	2	1.00	cellular metabolic process
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	GO:0006554	8	2	1	0.50	lysine catabolic process
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	GO:1902475	8	2	1	0.50	L-alpha-amino acid transmembrane transport
ArcA_Cra_FNR_H-NS_HypT	GO:0009060	6	2	2	1.00	aerobic respiration
ArcA_Cra_FNR_H-NS_HypT	GO:0019646	6	2	2	1.00	aerobic electron transport chain
ArcA_FNR	GO:0044237	3	12	8	0.67	cellular metabolic process
ArcA_FNR	GO:0044238	3	12	8	0.67	primary metabolic process
