# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/regulons_in_gos_v3.pl on Tue Oct  2 19:39:54 2018
# Input = /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/regulons_by_conformation.txt
# /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/go_uniq_levels_extended_no12.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
Ada-Methylated	GO:0006974	5	4	4	1.00	cellular response to DNA damage stimulus
AllS-allantoin	GO:0009442	7	2	2	1.00	allantoin assimilation pathway
AraC-L-arabinose	GO:0071704	3	12	8	0.67	organic substance metabolic process
ArcA-Phosphorylated	GO:0044237	3	158	116	0.73	cellular metabolic process
ArgP-L-arginine	GO:0006807	3	16	13	0.81	nitrogen compound metabolic process
ArgP-L-arginine	GO:0044237	3	16	13	0.81	cellular metabolic process
ArgP-L-arginine	GO:0044238	3	16	13	0.81	primary metabolic process
ArgP-L-arginine	GO:0071704	3	16	13	0.81	organic substance metabolic process
ArgR-L-arginine	GO:0044237	3	33	22	0.67	cellular metabolic process
BaeR-Phosphorylated	GO:0055085	5	8	5	0.62	transmembrane transport
BirA-bio-5'-AMP	GO:0032787	7	5	5	1.00	monocarboxylic acid metabolic process
BirA-bio-5'-AMP	GO:0072330	7	5	5	1.00	monocarboxylic acid biosynthetic process
CRP-cAMP	GO:0071704	3	456	257	0.56	organic substance metabolic process
ChbR-Monoacetylchitobiose-6P	GO:0009401	7	6	3	0.50	phosphoenolpyruvate-dependent sugar phosphotransferase system
ChbR-Monoacetylchitobiose-6P	GO:1902815	7	6	3	0.50	N,N'-diacetylchitobiose import
CpxR-Phosphorylated	GO:0071704	3	58	22	0.38	organic substance metabolic process
CreB-Phosphorylated	GO:0015768	9	6	3	0.50	maltose transport
CueR-Ag	GO:0006732	5	7	5	0.71	coenzyme metabolic process
CueR-Ag	GO:0006796	5	7	5	0.71	phosphate-containing compound metabolic process
CueR-Ag	GO:0018130	5	7	5	0.71	heterocycle biosynthetic process
CueR-Ag	GO:0043545	5	7	5	0.71	molybdopterin cofactor metabolic process
CueR-Ag	GO:0051188	5	7	5	0.71	cofactor biosynthetic process
CueR-Ag	GO:0051189	5	7	5	0.71	prosthetic group metabolic process
CueR-Ag	GO:0090407	5	7	5	0.71	organophosphate biosynthetic process
CueR-Ag	GO:1901362	5	7	5	0.71	organic cyclic compound biosynthetic process
CueR-Ag	GO:1901566	5	7	5	0.71	organonitrogen compound biosynthetic process
CueR-Cu+	GO:0006732	5	7	5	0.71	coenzyme metabolic process
CueR-Cu+	GO:0006796	5	7	5	0.71	phosphate-containing compound metabolic process
CueR-Cu+	GO:0018130	5	7	5	0.71	heterocycle biosynthetic process
CueR-Cu+	GO:0043545	5	7	5	0.71	molybdopterin cofactor metabolic process
CueR-Cu+	GO:0051188	5	7	5	0.71	cofactor biosynthetic process
CueR-Cu+	GO:0051189	5	7	5	0.71	prosthetic group metabolic process
CueR-Cu+	GO:0090407	5	7	5	0.71	organophosphate biosynthetic process
CueR-Cu+	GO:1901362	5	7	5	0.71	organic cyclic compound biosynthetic process
CueR-Cu+	GO:1901566	5	7	5	0.71	organonitrogen compound biosynthetic process
CuerR-Au	GO:0006732	5	7	5	0.71	coenzyme metabolic process
CuerR-Au	GO:0006796	5	7	5	0.71	phosphate-containing compound metabolic process
CuerR-Au	GO:0018130	5	7	5	0.71	heterocycle biosynthetic process
CuerR-Au	GO:0043545	5	7	5	0.71	molybdopterin cofactor metabolic process
CuerR-Au	GO:0051188	5	7	5	0.71	cofactor biosynthetic process
CuerR-Au	GO:0051189	5	7	5	0.71	prosthetic group metabolic process
CuerR-Au	GO:0090407	5	7	5	0.71	organophosphate biosynthetic process
CuerR-Au	GO:1901362	5	7	5	0.71	organic cyclic compound biosynthetic process
CuerR-Au	GO:1901566	5	7	5	0.71	organonitrogen compound biosynthetic process
CusR-Pasp	GO:0044237	3	12	8	0.67	cellular metabolic process
CynR-Cyanate	GO:0009440	6	3	3	1.00	cyanate catabolic process
CysB-N-acetyl-L-serine	GO:0044237	3	26	17	0.65	cellular metabolic process
CysB-O-acetyl-L-serine	GO:0044237	3	27	18	0.67	cellular metabolic process
DcuR-Phosphorylated	GO:0044237	3	9	7	0.78	cellular metabolic process
DnaA-ATP	GO:0044238	3	11	11	1.00	primary metabolic process
DnaA-ATP	GO:0071704	3	11	11	1.00	organic substance metabolic process
DpiA-Pasp	GO:0044237	3	9	7	0.78	cellular metabolic process
DsdC-D-serine	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
EvgA-Phosphorylated	GO:0010447	5	9	4	0.44	response to acidic pH
FNR-[4Fe-4S]2+ reduced	GO:0044237	3	258	181	0.70	cellular metabolic process
